model,split_strategy,experiment_id,train_source,query_source,target,window,MAP,MRR,P@1,R@1,P@3,R@3,P@5,R@5,P@10,R@10
bge-small,recent,desc_qdesc_module_w100_recent,desc,desc,module,w100,0.5488868055555556,0.5759722222222221,0.255,0.1355833333333333,0.375,0.8436666666666666,0.234,0.8665,0.12350000000000001,0.8945833333333333
bge-small,recent,desc_qcomments_module_w100_recent,desc,comments,module,w100,0.5522201388888889,0.5793055555555555,0.26,0.1405833333333333,0.375,0.8436666666666668,0.23400000000000007,0.8665,0.12350000000000001,0.8945833333333334
bge-small,recent,diff_qtitle_file_w100_recent,diff,title,file,w100,0.013012043473923658,0.0885,0.0,0.0,0.05833333333333333,0.02589075361451398,0.036000000000000004,0.026224086947847315,0.018000000000000002,0.026224086947847315
bge-small,recent,diff_qdesc_file_w100_recent,diff,desc,file,w100,0.0130564879183681,0.08916666666666666,0.0,0.0,0.06,0.02622408694784731,0.036000000000000004,0.02622408694784731,0.018000000000000002,0.02622408694784731
bge-small,recent,diff_qcomments_file_w100_recent,diff,comments,file,w100,0.013056487918368102,0.08916666666666666,0.0,0.0,0.06,0.026224086947847315,0.036000000000000004,0.026224086947847315,0.018000000000000002,0.026224086947847315
bge-small,recent,diff_qtitle_module_w100_recent,diff,title,module,w100,0.8168472222222222,0.8560694444444445,0.815,0.66975,0.375,0.8436666666666666,0.23000000000000004,0.8563333333333333,0.12350000000000001,0.8945833333333333
bge-small,recent,diff_qdesc_module_w100_recent,diff,desc,module,w100,0.8176805555555555,0.8571527777777779,0.815,0.66975,0.3733333333333333,0.8424166666666667,0.231,0.8588333333333332,0.12350000000000001,0.8945833333333333
bge-small,recent,diff_qcomments_module_w100_recent,diff,comments,module,w100,0.8163784722222222,0.8546527777777777,0.81,0.6672499999999999,0.3733333333333333,0.8424166666666667,0.231,0.8588333333333332,0.12350000000000001,0.8945833333333334
bge-small,recent,title_qtitle_file_w1000_recent,title,title,file,w1000,0.008754234643343269,0.03083333333333333,0.005,0.005,0.0016666666666666666,0.005,0.001,0.005,0.018500000000000003,0.031224086947847316
bge-small,recent,title_qdesc_file_w1000_recent,title,desc,file,w1000,0.0062462981354067595,0.028214285714285713,0.0,0.0,0.0016666666666666666,0.005,0.001,0.005,0.018500000000000003,0.031224086947847316
bge-small,recent,title_qcomments_file_w1000_recent,title,comments,file,w1000,0.006265345754454379,0.028499999999999998,0.0,0.0,0.0016666666666666666,0.005,0.002,0.005333333333333333,0.018500000000000003,0.031224086947847313
bge-small,recent,title_qtitle_module_w1000_recent,title,title,module,w1000,0.3068916666666667,0.319047619047619,0.04,0.02375,0.11333333333333333,0.1930833333333333,0.22500000000000003,0.8367500000000001,0.12100000000000001,0.8915000000000001
bge-small,recent,title_qdesc_module_w1000_recent,title,desc,module,w1000,0.3221625,0.3375,0.065,0.05375,0.11333333333333333,0.2005833333333333,0.226,0.8417500000000001,0.12100000000000001,0.889
bge-small,recent,title_qcomments_module_w1000_recent,title,comments,module,w1000,0.32153750000000003,0.335,0.06,0.0525,0.11333333333333333,0.20058333333333334,0.226,0.8417500000000001,0.121,0.889
bge-small,recent,desc_qtitle_file_w1000_recent,desc,title,file,w1000,0.0010416666666666667,0.0016250000000000001,0.0,0.0,0.0,0.0,0.001,0.005,0.001,0.005333333333333333
bge-small,recent,desc_qdesc_file_w1000_recent,desc,desc,file,w1000,0.0008333333333333333,0.0008333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.005
bge-small,recent,desc_qcomments_file_w1000_recent,desc,comments,file,w1000,0.0008333333333333333,0.0008333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.005
bge-small,recent,desc_qtitle_module_w1000_recent,desc,title,module,w1000,0.2857091269841269,0.28007539682539684,0.03,0.01625,0.11166666666666666,0.1868333333333333,0.22400000000000003,0.8317500000000001,0.1215,0.894
bge-small,recent,desc_qdesc_module_w1000_recent,desc,desc,module,w1000,0.3079541666666666,0.3058888888888889,0.065,0.05125,0.11833333333333332,0.2105833333333333,0.22800000000000004,0.84925,0.12050000000000001,0.8865000000000001
bge-small,recent,desc_qcomments_module_w1000_recent,desc,comments,module,w1000,0.31132916666666666,0.3067222222222222,0.065,0.0575,0.11833333333333332,0.21058333333333334,0.22800000000000004,0.8492500000000001,0.12050000000000001,0.8865000000000001
bge-small,recent,diff_qtitle_file_w1000_recent,diff,title,file,w1000,0.003754234643343267,0.02583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.018000000000000002,0.026224086947847315
bge-small,recent,diff_qdesc_file_w1000_recent,diff,desc,file,w1000,0.0037653457544543785,0.025999999999999995,0.0,0.0,0.0,0.0,0.001,0.0003333333333333333,0.018000000000000002,0.026224086947847315
bge-small,recent,diff_qcomments_file_w1000_recent,diff,comments,file,w1000,0.0037653457544543777,0.025999999999999995,0.0,0.0,0.0,0.0,0.001,0.0003333333333333333,0.018000000000000002,0.02622408694784731
bge-small,recent,diff_qtitle_module_w1000_recent,diff,title,module,w1000,0.28982308201058204,0.28691468253968255,0.045,0.02625,0.11333333333333333,0.19183333333333333,0.221,0.8215833333333333,0.12200000000000001,0.8952500000000001
bge-small,recent,diff_qdesc_module_w1000_recent,diff,desc,module,w1000,0.29813062169312166,0.2976388888888889,0.05,0.03125,0.115,0.2055833333333333,0.22400000000000003,0.8365833333333333,0.1215,0.894
bge-small,recent,diff_qcomments_module_w1000_recent,diff,comments,module,w1000,0.29806365740740737,0.2976388888888889,0.05,0.03125,0.115,0.2055833333333333,0.22399999999999998,0.8365833333333333,0.12150000000000002,0.894
bge-small,recent,title_qtitle_file_all_recent,title,title,file,all,0.020543348027674647,0.0427281746031746,0.035,0.0068938397129186604,0.03333333333333333,0.02234818580542265,0.026000000000000002,0.02380253189792663,0.018500000000000003,0.03563699104043531
bge-small,recent,title_qdesc_file_all_recent,title,desc,file,all,0.028392733134920634,0.04263095238095239,0.035,0.013908991228070176,0.025,0.03058114035087719,0.018000000000000002,0.03620614035087719,0.014500000000000002,0.04407894736842105
bge-small,recent,title_qcomments_file_all_recent,title,comments,file,all,0.031170129953895433,0.054505952380952384,0.045,0.014207565203114739,0.035,0.03387914555774463,0.027999999999999997,0.0400519514025706,0.0215,0.045900793930012194
bge-small,recent,title_qtitle_module_all_recent,title,title,module,all,0.14955859788359793,0.16439285714285717,0.015,0.006666666666666666,0.028333333333333332,0.04875,0.063,0.16474999999999998,0.12050000000000001,0.8850833333333332
bge-small,recent,title_qdesc_module_all_recent,title,desc,module,all,0.1577897486772487,0.17508333333333334,0.025,0.014166666666666666,0.028333333333333332,0.05125,0.067,0.18099999999999997,0.12250000000000001,0.9025833333333333
bge-small,recent,title_qcomments_module_all_recent,title,comments,module,all,0.161123082010582,0.17859722222222224,0.03,0.019166666666666665,0.03166666666666666,0.05875,0.065,0.1735,0.12200000000000001,0.8975833333333334
bge-small,recent,desc_qtitle_file_all_recent,desc,title,file,all,0.01618794243341941,0.03447222222222223,0.03,0.0065605063795853265,0.02,0.010821870015948962,0.016,0.016437400318979264,0.016000000000000004,0.03752611642743221
bge-small,recent,desc_qdesc_file_all_recent,desc,desc,file,all,0.03575758932527024,0.05697222222222222,0.045,0.015683712121212123,0.03166666666666666,0.03410974880382775,0.026000000000000002,0.037177731259968094,0.020499999999999997,0.0653213716108453
bge-small,recent,desc_qcomments_file_all_recent,desc,comments,file,all,0.03645097036355743,0.0582281746031746,0.045,0.017850378787878787,0.03333333333333333,0.031579445773524714,0.026000000000000002,0.037489093723613844,0.024,0.06574191411014166
bge-small,recent,desc_qtitle_module_all_recent,desc,title,module,all,0.053832109788359776,0.0833015873015873,0.02,0.009166666666666667,0.02666666666666667,0.04625,0.019000000000000003,0.055,0.0455,0.2574166666666667
bge-small,recent,desc_qdesc_module_all_recent,desc,desc,module,all,0.06609054232804233,0.09588492063492064,0.025,0.014166666666666666,0.03166666666666666,0.06125,0.021,0.06875,0.0495,0.28991666666666666
bge-small,recent,desc_qcomments_module_all_recent,desc,comments,module,all,0.06792784391534391,0.10094047619047618,0.03,0.015416666666666665,0.03333333333333333,0.06375,0.022000000000000002,0.07,0.05,0.29241666666666666
bge-small,recent,diff_qtitle_file_all_recent,diff,title,file,all,0.030121981089086355,0.05133928571428571,0.045,0.020164673046251993,0.026666666666666665,0.025160685805422647,0.022000000000000002,0.03197687400318979,0.016,0.04576076555023923
bge-small,recent,diff_qdesc_file_all_recent,diff,desc,file,all,0.04002405397964608,0.06633333333333333,0.06,0.029227173046251997,0.03333333333333333,0.037973185805422645,0.025,0.0401018740031898,0.0185,0.04982326555023924
bge-small,recent,diff_qcomments_file_all_recent,diff,comments,file,all,0.0393395446080479,0.06229166666666666,0.05,0.02407565789473684,0.034999999999999996,0.042982655502392345,0.026000000000000002,0.045111343700159484,0.0175,0.05180641945773525
bge-small,recent,diff_qtitle_module_all_recent,diff,title,module,all,0.1986097222222222,0.1994404761904762,0.005,0.0025,0.03166666666666666,0.0775,0.073,0.22391666666666665,0.12,0.8986666666666667
bge-small,recent,diff_qdesc_module_all_recent,diff,desc,module,all,0.22520595238095237,0.22664484126984127,0.03,0.0225,0.045,0.115,0.08,0.2514166666666667,0.12400000000000003,0.9224166666666666
bge-small,recent,diff_qcomments_module_all_recent,diff,comments,module,all,0.21903928571428571,0.21814484126984127,0.015,0.01,0.04666666666666666,0.1175,0.081,0.2539166666666667,0.12450000000000001,0.9249166666666667
bge-small,modn,title_qtitle_file_w100_modn,title,title,file,w100,0.008082936428086544,0.035777777777777776,0.005,0.0025,0.02333333333333333,0.015470494970456874,0.016,0.01583169208087999,0.01,0.020215652654356698
