model,split_strategy,experiment_id,train_source,query_source,target,window,MAP,MRR,P@1,R@1,P@3,R@3,P@5,R@5,P@10,R@10
bge-small,modn,title_qcomments_file_w1000_modn,title,comments,file,w1000,0.028525774958730894,0.06306547619047619,0.04,0.01828285801500087,0.03,0.026176081990416628,0.025000000000000005,0.03522256990746292,0.0175,0.05112279666483253
bge-small,modn,title_qtitle_module_w1000_modn,title,title,module,w1000,0.5718352678571429,0.5903630952380952,0.395,0.33629761904761907,0.2833333333333333,0.6871785714285714,0.214,0.8390238095238095,0.12400000000000003,0.9389107142857143
bge-small,modn,title_qdesc_module_w1000_modn,title,desc,module,w1000,0.5929509778911565,0.6246626984126985,0.45,0.3785892857142857,0.28,0.6823869047619047,0.214,0.840440476190476,0.12400000000000003,0.9389107142857143
bge-small,modn,title_qcomments_module_w1000_modn,title,comments,module,w1000,0.5869480017006803,0.6196825396825397,0.44,0.3635892857142857,0.2816666666666667,0.6853035714285715,0.21,0.8271071428571429,0.12400000000000003,0.9389107142857143
bge-small,modn,desc_qtitle_file_w1000_modn,desc,title,file,w1000,0.030788555477789067,0.04973412698412698,0.03,0.017142191142191142,0.026666666666666665,0.029283716283716284,0.022000000000000002,0.037076756576756575,0.019,0.051620521770097995
bge-small,modn,desc_qdesc_file_w1000_modn,desc,desc,file,w1000,0.03889534547915801,0.07914484126984127,0.055,0.027266877309299352,0.03666666666666666,0.043518510078403086,0.028000000000000004,0.046822832739868606,0.019,0.05735019757751263
bge-small,modn,desc_qcomments_file_w1000_modn,desc,comments,file,w1000,0.03272958970279219,0.0753531746031746,0.05,0.022266877309299354,0.034999999999999996,0.03483795452284753,0.03,0.04175338829542417,0.0195,0.05594146741878247
bge-small,modn,desc_qtitle_module_w1000_modn,desc,title,module,w1000,0.595188988095238,0.6150694444444444,0.43,0.3702559523809523,0.29333333333333333,0.7160178571428572,0.21100000000000002,0.8221488095238095,0.12400000000000003,0.9389107142857143
bge-small,modn,desc_qdesc_module_w1000_modn,desc,desc,module,w1000,0.5953561366213153,0.6268392857142857,0.46,0.38858928571428564,0.285,0.6878035714285714,0.21600000000000003,0.8444404761904761,0.12300000000000001,0.9359940476190477
bge-small,modn,desc_qcomments_module_w1000_modn,desc,comments,module,w1000,0.5927329223356008,0.6256547619047619,0.46,0.3823392857142857,0.29166666666666663,0.6994702380952381,0.205,0.8061071428571429,0.12300000000000001,0.9359940476190477
bge-small,modn,diff_qtitle_file_w1000_modn,diff,title,file,w1000,0.05180856951768642,0.09008730158730159,0.065,0.03470877213064713,0.04333333333333333,0.052322368851386705,0.036000000000000004,0.06203308010452,0.0285,0.08222722269823883
bge-small,modn,diff_qdesc_file_w1000_modn,diff,desc,file,w1000,0.04497600935181352,0.09125,0.07,0.03106895559797345,0.04166666666666666,0.048914560525770166,0.034,0.0563597040133357,0.023,0.07218950649270309
bge-small,modn,diff_qcomments_file_w1000_modn,diff,comments,file,w1000,0.03838822443286116,0.07648611111111112,0.05,0.023907497264640122,0.03666666666666667,0.043845116081325713,0.03,0.052163275441907124,0.022000000000000002,0.06525498268317927
bge-small,modn,diff_qtitle_module_w1000_modn,diff,title,module,w1000,0.531392786281179,0.5493134920634921,0.35,0.3004642857142857,0.2533333333333333,0.6221369047619048,0.204,0.8041011904761904,0.125,0.9389880952380953
bge-small,modn,diff_qdesc_module_w1000_modn,diff,desc,module,w1000,0.5460660903250188,0.5708194444444444,0.385,0.3310892857142857,0.26333333333333336,0.640142857142857,0.20200000000000004,0.7947261904761905,0.12450000000000003,0.9395357142857143
bge-small,modn,diff_qcomments_module_w1000_modn,diff,comments,module,w1000,0.5292592120181406,0.5537916666666667,0.375,0.3185892857142857,0.24666666666666665,0.6012261904761904,0.203,0.7930595238095237,0.12450000000000001,0.9395357142857143
bge-small,modn,title_qtitle_file_all_modn,title,title,file,all,0.27272083733913305,0.4190575396825396,0.35,0.15502476628931103,0.235,0.2617570565435238,0.185,0.3196909813951207,0.135,0.4163243498100844
bge-small,modn,title_qdesc_file_all_modn,title,desc,file,all,0.2249193899340716,0.34330753968253974,0.27,0.1202422391664566,0.18333333333333332,0.20744408521210023,0.154,0.2660330658191533,0.12100000000000001,0.39390073530731656
bge-small,modn,title_qcomments_file_all_modn,title,comments,file,all,0.16254212700342197,0.2417718253968254,0.175,0.08601848908541332,0.12666666666666665,0.14978941153274886,0.10800000000000001,0.20101757811722323,0.0855,0.2938102364347453
