model,split_strategy,experiment_id,source,target,window,MAP,MRR,P@1,R@1,P@3,R@3,P@5,R@5,P@10,R@10
bge-large,recent,title_file_w100_recent,title,file,w100,0.0345570187662579,0.0815277777777777,0.05,0.0137072649572649,0.045,0.0314662316849816,0.038,0.0438804712799278,0.0305,0.0753307917927483
bge-large,recent,title_module_w100_recent,title,module,w100,0.4267685185185185,0.513922619047619,0.375,0.2582916666666666,0.2416666666666666,0.4595119047619047,0.183,0.5715595238095239,0.1175,0.7274047619047619
bge-large,recent,desc_file_w100_recent,desc,file,w100,0.04658502160316,0.1326170634920634,0.09,0.0252109293962742,0.065,0.0452420004564401,0.052,0.054965267829164,0.0365,0.0803782441920619
bge-large,recent,desc_module_w100_recent,desc,module,w100,0.3846483134920635,0.4552321428571428,0.29,0.2095416666666666,0.215,0.4179285714285714,0.177,0.5470178571428571,0.12,0.7275297619047619
bge-large,recent,comments_file_w100_recent,comments,file,w100,0.0459984529598753,0.1244424603174603,0.085,0.0182564102564102,0.0699999999999999,0.0515622065913014,0.05,0.0551225698391646,0.035,0.0786773241126689
bge-large,recent,comments_module_w100_recent,comments,module,w100,0.4374053571428571,0.5165912698412698,0.355,0.2562559523809524,0.2316666666666667,0.4678511904761905,0.19,0.6098928571428571,0.1265,0.7806607142857144
bge-large,recent,title_file_w1000_recent,title,file,w1000,0.1002415825662894,0.1987420634920634,0.145,0.0534064685314685,0.1083333333333333,0.1016317649820939,0.0819999999999999,0.1158163165416454,0.0655,0.1747259473831057
bge-large,recent,title_module_w1000_recent,title,module,w1000,0.4895629180839002,0.5687876984126984,0.435,0.3114642857142857,0.2616666666666666,0.5314226190476191,0.196,0.6368869047619048,0.128,0.7757797619047619
bge-large,recent,desc_file_w1000_recent,desc,file,w1000,0.1182803381584133,0.2289623015873015,0.17,0.0720506993006993,0.11,0.1169706097017812,0.1,0.1435755672442388,0.075,0.1807174494596237
bge-large,recent,desc_module_w1000_recent,desc,module,w1000,0.5297194727891156,0.6114126984126984,0.495,0.3619226190476191,0.2716666666666666,0.5530892857142856,0.197,0.6549702380952381,0.128,0.7948154761904762
bge-large,recent,comments_file_w1000_recent,comments,file,w1000,0.1122163022496677,0.2236210317460317,0.15,0.0523893086080586,0.125,0.1148599664224664,0.105,0.1497835289710289,0.0725,0.1940060518542256
bge-large,recent,comments_module_w1000_recent,comments,module,w1000,0.536318287037037,0.6233690476190477,0.495,0.3608809523809524,0.28,0.5768095238095239,0.207,0.6816845238095237,0.1315,0.8121011904761904
bge-large,recent,title_file_all_recent,title,file,all,0.1177951795453238,0.2304563492063492,0.165,0.0540331795397584,0.12,0.104437571200729,0.107,0.1485017722526806,0.0889999999999999,0.2267206602595696
bge-large,recent,title_module_all_recent,title,module,all,0.4239084325396826,0.520984126984127,0.345,0.2427559523809523,0.2466666666666666,0.5095892857142857,0.178,0.5998869047619046,0.1165,0.7325654761904761
bge-large,recent,desc_file_all_recent,desc,file,all,0.1191300450543655,0.2367023809523809,0.14,0.0384922438672438,0.1333333333333333,0.1217485509738799,0.12,0.1686990740371534,0.094,0.234921641928565
bge-large,recent,desc_module_all_recent,desc,module,all,0.4481932539682539,0.5561329365079365,0.41,0.2873392857142857,0.24,0.4962559523809524,0.185,0.6020535714285714,0.1185,0.7351011904761904
bge-large,recent,comments_file_all_recent,comments,file,all,0.1383288444098767,0.2873015873015873,0.185,0.0404514973330762,0.1683333333333333,0.1402644998276577,0.147,0.1865826582773951,0.1195,0.2851476231967054
bge-large,recent,comments_module_all_recent,comments,module,all,0.4556818121693121,0.5701805555555556,0.435,0.3052559523809524,0.24,0.4893035714285714,0.178,0.5935535714285715,0.119,0.7478571428571428
bge-large,modn,title_file_w100_modn,title,file,w100,0.0091995921298777,0.0402638888888888,0.02,0.0010850821257946,0.0216666666666666,0.0076634109607023,0.0199999999999999,0.0178175688183486,0.012,0.0197443364951162
bge-large,modn,title_module_w100_modn,title,module,w100,0.3098318392255892,0.3955357142857143,0.23,0.1404128787878787,0.2033333333333333,0.3590810994560994,0.1599999999999999,0.4599005439005439,0.1135,0.6070324397824397
bge-large,modn,desc_file_w100_modn,desc,file,w100,0.0134797634884333,0.0510138888888888,0.035,0.0042479609136733,0.0283333333333333,0.0127382571671275,0.024,0.016624041387979,0.0165,0.0219486033322008
bge-large,modn,desc_module_w100_modn,desc,module,w100,0.3200356564731564,0.4215198412698412,0.29,0.1712141608391608,0.2033333333333333,0.359700271950272,0.161,0.4494838772338772,0.114,0.5987092074592074
bge-large,modn,comments_file_w100_modn,comments,file,w100,0.0107122047908303,0.0489999999999999,0.03,0.0022944143816384,0.0266666666666666,0.0100638854076884,0.021,0.0173138854076884,0.014,0.0213076897299811
bge-large,modn,comments_module_w100_modn,comments,module,w100,0.2877639483201983,0.3676428571428571,0.21,0.1230795454545454,0.2066666666666666,0.3404977661227661,0.159,0.4152493201243202,0.1105,0.5643208041958041
bge-large,modn,title_file_w1000_modn,title,file,w1000,0.0351084551929768,0.0934365079365079,0.065,0.0226098030189365,0.0483333333333333,0.0386057087261325,0.04,0.0457116821386849,0.0265,0.0501603117254724
bge-large,modn,title_module_w1000_modn,title,module,w1000,0.350303980972731,0.4335218253968254,0.29,0.2001351010101009,0.2183333333333333,0.395386655011655,0.1629999999999999,0.4754763014763014,0.1095,0.5841279137529137
bge-large,modn,desc_file_w1000_modn,desc,file,w1000,0.0319214279505038,0.1115694444444444,0.075,0.0199736826793278,0.0533333333333333,0.0342660372047711,0.043,0.0394187644047897,0.0295,0.051047486489157
bge-large,modn,desc_module_w1000_modn,desc,module,w1000,0.3885625035843786,0.4796666666666667,0.34,0.2356485042735042,0.2266666666666666,0.4213033216783216,0.178,0.5067775835275835,0.1205,0.635110236985237
bge-large,modn,comments_file_w1000_modn,comments,file,w1000,0.0393743029655486,0.1281031746031746,0.09,0.0242045113744422,0.0616666666666666,0.0436990892163115,0.046,0.0491554289292301,0.0295,0.0578690732744534
bge-large,modn,comments_module_w1000_modn,comments,module,w1000,0.4035410542004293,0.4918452380952381,0.37,0.2643985042735043,0.2233333333333333,0.4104283216783216,0.176,0.5044063714063715,0.121,0.6541973581973582
bge-large,modn,title_file_all_modn,title,file,all,0.0677065259540081,0.1995654761904761,0.12,0.0247795868331896,0.105,0.0695084091499396,0.09,0.0897302900123484,0.072,0.1433825376820446
bge-large,modn,title_module_all_modn,title,module,all,0.442578677649511,0.5521765873015874,0.405,0.2979722222222222,0.245,0.5105298174048174,0.175,0.5862157148407148,0.1135,0.6880846930846931
bge-large,modn,desc_file_all_modn,desc,file,all,0.0888719356472666,0.2378869047619047,0.155,0.0327698556495862,0.1399999999999999,0.0835737208256727,0.126,0.1154608237748466,0.098,0.1704425187546933
bge-large,modn,desc_module_all_modn,desc,module,all,0.4850105424667925,0.5917896825396824,0.445,0.3355517676767677,0.2616666666666667,0.5384977661227661,0.188,0.6186008158508158,0.1205,0.730949592074592
bge-large,modn,comments_file_all_modn,comments,file,all,0.091923467625345,0.2549186507936508,0.145,0.0261076327824448,0.1566666666666666,0.0956023195471162,0.135,0.1204374073109218,0.111,0.1995440942668649
bge-large,modn,comments_module_all_modn,comments,module,all,0.4865373686498687,0.5978492063492064,0.46,0.3281485042735043,0.2733333333333334,0.5521682206682207,0.193,0.614493006993007,0.123,0.7350741064491063
