project,task_unit,model,split_strategy,experiment_id,train_source,query_source,target,window,MAP,MRR,P@1,R@1,P@3,R@3,P@5,R@5,P@10,R@10
hadoop,cross,bge-small,recent,desc_qtitle_module_w1000_recent,desc,title,module,w1000,0.8320476190476191,0.8345476190476191,0.755,0.7466666666666667,0.2966666666666667,0.8616666666666666,0.2,0.965,0.104,1.0
hadoop,cross,bge-small,recent,desc_qdesc_module_w1000_recent,desc,desc,module,w1000,0.8447480158730158,0.8491646825396825,0.77,0.7566666666666666,0.3066666666666667,0.8983333333333333,0.2009999999999999,0.9683333333333334,0.104,1.0
hadoop,cross,bge-small,recent,desc_qcomments_module_w1000_recent,desc,comments,module,w1000,0.7930952380952383,0.7949285714285714,0.69,0.6791666666666666,0.305,0.8908333333333335,0.198,0.9558333333333334,0.104,1.0
hadoop,cross,bge-small,recent,diff_qtitle_file_w1000_recent,diff,title,file,w1000,0.0490689592947179,0.1114702380952381,0.075,0.0254126751871317,0.0516666666666666,0.0442457218934252,0.046,0.0643792344382281,0.033,0.0934670028789377
hadoop,cross,bge-small,recent,diff_qdesc_file_w1000_recent,diff,desc,file,w1000,0.0608329366485448,0.1466507936507936,0.1,0.0296844143175664,0.075,0.0605584296391624,0.063,0.0868764659934891,0.039,0.1135268638337846
hadoop,cross,bge-small,recent,diff_qcomments_file_w1000_recent,diff,comments,file,w1000,0.0541166459311275,0.1376666666666666,0.095,0.02184962976092,0.0783333333333333,0.0527269032977307,0.0629999999999999,0.0779937100204198,0.0395,0.1074801353597863
hadoop,cross,bge-small,recent,diff_qtitle_module_w1000_recent,diff,title,module,w1000,0.874297619047619,0.8776031746031745,0.815,0.8041666666666667,0.3133333333333333,0.9108333333333334,0.201,0.9675,0.104,1.0
hadoop,cross,bge-small,recent,diff_qdesc_module_w1000_recent,diff,desc,module,w1000,0.9049642857142856,0.9090833333333334,0.865,0.8516666666666667,0.315,0.9166666666666664,0.204,0.9858333333333336,0.104,1.0
hadoop,cross,bge-small,recent,diff_qcomments_module_w1000_recent,diff,comments,module,w1000,0.8827142857142857,0.8872083333333333,0.83,0.8166666666666665,0.3116666666666666,0.9041666666666666,0.203,0.9808333333333332,0.104,1.0
hadoop,cross,bge-small,recent,title_qtitle_file_all_recent,title,title,file,all,0.2863912179531313,0.4112003968253968,0.365,0.1778372552889867,0.2283333333333333,0.2645697215761257,0.175,0.310667185262624,0.1235,0.3670736934782805
hadoop,cross,bge-small,recent,title_qdesc_file_all_recent,title,desc,file,all,0.2432025896590516,0.3857619047619047,0.31,0.113077068391966,0.225,0.2227962343496231,0.198,0.3002518008282178,0.1385,0.3730396219513969
hadoop,cross,bge-small,recent,title_qcomments_file_all_recent,title,comments,file,all,0.2215275898293274,0.3667341269841269,0.305,0.100448275839905,0.2233333333333333,0.1931465210731618,0.185,0.2738746344630399,0.1335,0.3461197161008696
hadoop,cross,bge-small,recent,title_qtitle_module_all_recent,title,title,module,all,0.6411031746031746,0.6455714285714285,0.53,0.5216666666666667,0.2433333333333333,0.7125,0.168,0.815,0.0944999999999999,0.9083333333333334
hadoop,cross,bge-small,recent,title_qdesc_module_all_recent,title,desc,module,all,0.6941428571428571,0.6999285714285713,0.58,0.5683333333333332,0.275,0.8025,0.179,0.8675,0.0935,0.9016666666666666
hadoop,cross,bge-small,recent,title_qcomments_module_all_recent,title,comments,module,all,0.6128948412698413,0.6209365079365079,0.525,0.5108333333333333,0.2233333333333333,0.6525,0.1549999999999999,0.7441666666666665,0.087,0.8366666666666666
hadoop,cross,bge-small,recent,desc_qtitle_file_all_recent,desc,title,file,all,0.3404573542722079,0.4746150793650793,0.4,0.1832762142058868,0.2883333333333333,0.3141909814437091,0.229,0.3907152916922841,0.1555,0.4662557669392914
hadoop,cross,bge-small,recent,desc_qdesc_file_all_recent,desc,desc,file,all,0.3041825989373632,0.4674742063492063,0.385,0.1411716009019397,0.2833333333333333,0.2803736120727809,0.223,0.3538647095303105,0.1635,0.456807110441397
hadoop,cross,bge-small,recent,desc_qcomments_file_all_recent,desc,comments,file,all,0.2357647859450943,0.3871825396825397,0.31,0.113130584320482,0.2266666666666666,0.221693500273274,0.184,0.2777225058409676,0.1295,0.3684152077823908
hadoop,cross,bge-small,recent,desc_qtitle_module_all_recent,desc,title,module,all,0.747297619047619,0.7524781746031747,0.665,0.6558333333333333,0.2716666666666666,0.795,0.1829999999999999,0.8833333333333334,0.0975,0.9383333333333336
hadoop,cross,bge-small,recent,desc_qdesc_module_all_recent,desc,desc,module,all,0.8004484126984126,0.805845238095238,0.725,0.7141666666666666,0.2916666666666667,0.8525,0.1879999999999999,0.91,0.0985,0.9516666666666664
hadoop,cross,bge-small,recent,desc_qcomments_module_all_recent,desc,comments,module,all,0.7014682539682541,0.7074543650793652,0.63,0.6191666666666666,0.2533333333333333,0.7375,0.1679999999999999,0.8091666666666666,0.0944999999999999,0.9116666666666666
hadoop,cross,bge-small,recent,diff_qtitle_file_all_recent,diff,title,file,all,0.254645453841257,0.3701646825396825,0.305,0.1425474635658459,0.2183333333333333,0.2361912049520848,0.18,0.2895581727671076,0.1275,0.3576696528653308
hadoop,cross,bge-small,recent,diff_qdesc_file_all_recent,diff,desc,file,all,0.3437032727429592,0.4943174603174603,0.415,0.1794264749530094,0.2933333333333333,0.3245523364281357,0.238,0.3900734271412021,0.1615,0.4742562942705206
hadoop,cross,bge-small,recent,diff_qcomments_file_all_recent,diff,comments,file,all,0.3001511203806714,0.4447420634920636,0.37,0.1596926532191877,0.2516666666666666,0.2875491035499028,0.201,0.3383887319344481,0.142,0.4296905703702379
hadoop,cross,bge-small,recent,diff_qtitle_module_all_recent,diff,title,module,all,0.7644285714285713,0.7690813492063492,0.665,0.6566666666666666,0.2833333333333334,0.8325,0.183,0.8841666666666665,0.1009999999999999,0.9733333333333334
hadoop,cross,bge-small,recent,diff_qdesc_module_all_recent,diff,desc,module,all,0.8386507936507936,0.845234126984127,0.775,0.7608333333333335,0.3016666666666666,0.8825,0.191,0.925,0.1005,0.9683333333333334
hadoop,cross,bge-small,recent,diff_qcomments_module_all_recent,diff,comments,module,all,0.7694067460317462,0.778359126984127,0.705,0.6883333333333332,0.28,0.8175,0.18,0.8725,0.096,0.9233333333333336
hadoop,cross,bge-small,modn,title_qtitle_file_w100_modn,title,title,file,w100,0.0264736053361053,0.048,0.04,0.0148530838530838,0.0249999999999999,0.0283925848925848,0.021,0.0358808038808038,0.0125,0.0366606895356895
hadoop,cross,bge-small,modn,title_qdesc_file_w100_modn,title,desc,file,w100,0.0241012603720937,0.0483055555555555,0.04,0.0127697505197505,0.0233333333333333,0.0236741164241164,0.022,0.0334956687456687,0.016,0.0415736024486024
hadoop,cross,bge-small,modn,title_qcomments_file_w100_modn,title,comments,file,w100,0.0265808560391893,0.0514365079365079,0.045,0.0177697505197505,0.0233333333333333,0.0236741164241164,0.018,0.0300272002772002,0.0145,0.0412616655116655
hadoop,cross,bge-small,modn,title_qtitle_module_w100_modn,title,title,module,w100,0.3368938492063492,0.3587420634920634,0.205,0.1688888888888889,0.1633333333333333,0.38,0.1339999999999999,0.5119444444444444,0.0925,0.7069444444444444
hadoop,cross,bge-small,modn,title_qdesc_module_w100_modn,title,desc,module,w100,0.3323353174603174,0.3619523809523809,0.225,0.1772222222222222,0.1566666666666666,0.3541666666666666,0.13,0.4902777777777778,0.09,0.6822222222222223
hadoop,cross,bge-small,modn,title_qcomments_module_w100_modn,title,comments,module,w100,0.3021954365079365,0.3309087301587301,0.18,0.1363888888888889,0.1533333333333333,0.3516666666666666,0.133,0.5027777777777778,0.0875,0.6663888888888888
hadoop,cross,bge-small,modn,desc_qtitle_file_w100_modn,desc,title,file,w100,0.0291028363528363,0.0513888888888888,0.045,0.0198530838530838,0.0233333333333333,0.0282574497574497,0.02,0.0351623354123354,0.014,0.037816658004158
hadoop,cross,bge-small,modn,desc_qdesc_file_w100_modn,desc,desc,file,w100,0.0338978277728277,0.0573055555555555,0.055,0.0252697505197505,0.0266666666666666,0.029090783090783,0.022,0.0359956687456687,0.0154999999999999,0.047754158004158
hadoop,cross,bge-small,modn,desc_qcomments_file_w100_modn,desc,comments,file,w100,0.0323669933669933,0.0567499999999999,0.055,0.0252697505197505,0.0249999999999999,0.0286741164241164,0.021,0.035579002079002,0.0135,0.0417856895356895
hadoop,cross,bge-small,modn,desc_qtitle_module_w100_modn,desc,title,module,w100,0.3070386904761905,0.3275515873015873,0.17,0.1388888888888889,0.1466666666666666,0.3466666666666666,0.127,0.4827777777777778,0.087,0.6619444444444444
hadoop,cross,bge-small,modn,desc_qdesc_module_w100_modn,desc,desc,module,w100,0.3217996031746031,0.350295634920635,0.21,0.1672222222222222,0.145,0.3441666666666666,0.134,0.5102777777777778,0.089,0.6747222222222223
hadoop,cross,bge-small,modn,desc_qcomments_module_w100_modn,desc,comments,module,w100,0.3139623015873015,0.3431150793650793,0.205,0.1613888888888889,0.1516666666666666,0.3658333333333333,0.132,0.4986111111111111,0.084,0.6322222222222222
hadoop,cross,bge-small,modn,diff_qtitle_file_w100_modn,diff,title,file,w100,0.0314235059235059,0.0551388888888888,0.045,0.0198530838530838,0.0266666666666666,0.0342574497574497,0.024,0.0443284823284823,0.0144999999999999,0.0478588877338877
hadoop,cross,bge-small,modn,diff_qdesc_file_w100_modn,diff,desc,file,w100,0.0345449659824659,0.0656666666666666,0.055,0.0208947505197505,0.0316666666666666,0.034715783090783,0.028,0.0475928909678909,0.0185,0.0510458246708246
hadoop,cross,bge-small,modn,diff_qcomments_file_w100_modn,diff,comments,file,w100,0.0325174742049742,0.0566666666666666,0.05,0.0227697505197505,0.0266666666666666,0.029090783090783,0.023,0.0369716447216447,0.015,0.0444598637098637
hadoop,cross,bge-small,modn,diff_qtitle_module_w100_modn,diff,title,module,w100,0.3293807319223985,0.3512460317460317,0.195,0.1605555555555555,0.1483333333333333,0.3516666666666666,0.133,0.5152777777777778,0.0965,0.7411111111111112
hadoop,cross,bge-small,modn,diff_qdesc_module_w100_modn,diff,desc,module,w100,0.3225972222222222,0.351061507936508,0.19,0.1472222222222222,0.155,0.3691666666666666,0.1339999999999999,0.5102777777777778,0.0955,0.7422222222222223
hadoop,cross,bge-small,modn,diff_qcomments_module_w100_modn,diff,comments,module,w100,0.3089578924162257,0.3414285714285714,0.19,0.1438888888888889,0.14,0.32,0.136,0.5152777777777777,0.092,0.7163888888888889
hadoop,cross,bge-small,modn,title_qtitle_file_w1000_modn,title,title,file,w1000,0.0524911801922691,0.1126289682539682,0.085,0.0302570463455218,0.055,0.0465457479726989,0.048,0.0702639323977799,0.037,0.0871529651187092
hadoop,cross,bge-small,modn,title_qdesc_file_w1000_modn,title,desc,file,w1000,0.0540048995743188,0.1250734126984126,0.085,0.0277786106730072,0.0683333333333333,0.0561468577547298,0.055,0.0743819879533355,0.04,0.0944619913415285
hadoop,cross,bge-small,modn,title_qcomments_file_w1000_modn,title,comments,file,w1000,0.0577559548373239,0.1322281746031746,0.095,0.0303959352344107,0.0699999999999999,0.0570350156494666,0.054,0.0703085068367509,0.0405,0.0924263890128227
hadoop,cross,bge-small,modn,title_qtitle_module_w1000_modn,title,title,module,w1000,0.4788489858906525,0.4929146825396824,0.335,0.2980555555555555,0.215,0.5283333333333333,0.1669999999999999,0.6702777777777778,0.109,0.8541666666666665
hadoop,cross,bge-small,modn,title_qdesc_module_w1000_modn,title,desc,module,w1000,0.5695367063492064,0.5913154761904762,0.455,0.3930555555555555,0.2566666666666666,0.6291666666666667,0.1889999999999999,0.7694444444444444,0.1125,0.8861111111111112
hadoop,cross,bge-small,modn,title_qcomments_module_w1000_modn,title,comments,module,w1000,0.5427229938271604,0.5673571428571428,0.435,0.3730555555555556,0.2483333333333333,0.6099999999999999,0.1809999999999999,0.7344444444444445,0.111,0.8711111111111112
hadoop,cross,bge-small,modn,desc_qtitle_file_w1000_modn,desc,title,file,w1000,0.0540290022467578,0.1211150793650793,0.09,0.0299098241232996,0.0616666666666666,0.0502860077129587,0.055,0.0700032000745476,0.041,0.088242800809838
hadoop,cross,bge-small,modn,desc_qdesc_file_w1000_modn,desc,desc,file,w1000,0.0542416823800557,0.1338194444444444,0.09,0.0287362130121885,0.0766666666666666,0.0541175372944882,0.057,0.0684645095983571,0.042,0.0892893593757931
hadoop,cross,bge-small,modn,desc_qcomments_file_w1000_modn,desc,comments,file,w1000,0.0600262446785035,0.1467837301587301,0.11,0.0330973241232996,0.08,0.0591800372944883,0.06,0.0723565550529026,0.042,0.0957943881114253
hadoop,cross,bge-small,modn,desc_qtitle_module_w1000_modn,desc,title,module,w1000,0.4762140652557319,0.4952480158730158,0.35,0.3080555555555556,0.2016666666666666,0.5075,0.158,0.6236111111111111,0.1085,0.8466666666666666
hadoop,cross,bge-small,modn,desc_qdesc_module_w1000_modn,desc,desc,module,w1000,0.5255087081128748,0.5466587301587302,0.4,0.3413888888888888,0.2416666666666666,0.5941666666666667,0.174,0.7027777777777777,0.113,0.8841666666666665
hadoop,cross,bge-small,modn,desc_qcomments_module_w1000_modn,desc,comments,module,w1000,0.4947744708994709,0.5180277777777778,0.37,0.3130555555555555,0.23,0.565,0.176,0.7077777777777777,0.11,0.8630555555555556
hadoop,cross,bge-small,modn,diff_qtitle_file_w1000_modn,diff,title,file,w1000,0.0546112203520906,0.1208809523809523,0.095,0.0293157584667339,0.0616666666666666,0.0534873966018476,0.049,0.0631222476935952,0.0395,0.0865333779436657
hadoop,cross,bge-small,modn,diff_qdesc_file_w1000_modn,diff,desc,file,w1000,0.0577002730071808,0.1430674603174603,0.105,0.0293296473556228,0.0733333333333333,0.0522415452309962,0.062,0.0758079439417915,0.047,0.0990244784234121
hadoop,cross,bge-small,modn,diff_qcomments_file_w1000_modn,diff,comments,file,w1000,0.0617830246305575,0.1451587301587301,0.105,0.027926869577845,0.0783333333333333,0.0570651383045893,0.07,0.0938426661640137,0.049,0.1081018593757931
hadoop,cross,bge-small,modn,diff_qtitle_module_w1000_modn,diff,title,module,w1000,0.4933462301587301,0.5127896825396825,0.365,0.3238888888888888,0.2116666666666666,0.5383333333333333,0.165,0.6669444444444445,0.112,0.8791666666666665
hadoop,cross,bge-small,modn,diff_qdesc_module_w1000_modn,diff,desc,module,w1000,0.5574739858906524,0.5854146825396825,0.46,0.3980555555555555,0.2383333333333333,0.5925,0.181,0.7344444444444445,0.112,0.8811111111111112
hadoop,cross,bge-small,modn,diff_qcomments_module_w1000_modn,diff,comments,module,w1000,0.5367635582010581,0.5623531746031746,0.425,0.3655555555555556,0.2466666666666666,0.6058333333333333,0.179,0.7305555555555556,0.1125,0.8836111111111111
hadoop,cross,bge-small,modn,title_qtitle_file_all_modn,title,title,file,all,0.2069703583068281,0.3951944444444444,0.36,0.0845512618073413,0.2666666666666666,0.1653140184638361,0.22,0.2125153270654617,0.162,0.2771769438296467
hadoop,cross,bge-small,modn,title_qdesc_file_all_modn,title,desc,file,all,0.239494669776353,0.4624007936507937,0.405,0.1037680731685492,0.315,0.2049221076041394,0.247,0.2434088846423681,0.174,0.3389597350427932
hadoop,cross,bge-small,modn,title_qcomments_file_all_modn,title,comments,file,all,0.2608412514837072,0.5044027777777778,0.445,0.1194500064172928,0.3216666666666666,0.2236742931960371,0.263,0.2802454575417135,0.1845,0.3557438088030909
hadoop,cross,bge-small,modn,title_qtitle_module_all_modn,title,title,module,all,0.4469540343915343,0.4743630952380953,0.315,0.2780555555555555,0.2016666666666666,0.5119444444444444,0.157,0.6466666666666666,0.104,0.8333333333333333
hadoop,cross,bge-small,modn,title_qdesc_module_all_modn,title,desc,module,all,0.5282225529100529,0.5620615079365079,0.405,0.35,0.2383333333333333,0.6044444444444445,0.177,0.735,0.107,0.8622222222222221
hadoop,cross,bge-small,modn,title_qcomments_module_all_modn,title,comments,module,all,0.5315079365079365,0.5656626984126985,0.425,0.37,0.2366666666666666,0.5961111111111111,0.17,0.6933333333333332,0.1025,0.8205555555555556
hadoop,cross,bge-small,modn,desc_qtitle_file_all_modn,desc,title,file,all,0.1940029546441378,0.3831011904761904,0.34,0.0922441317880403,0.2549999999999999,0.1574682186568294,0.208,0.1979036959116913,0.1505,0.2497469252669716
hadoop,cross,bge-small,modn,desc_qdesc_file_all_modn,desc,desc,file,all,0.2601967552501481,0.4895753968253969,0.42,0.1036602024271712,0.3316666666666666,0.2311984406618359,0.267,0.2846505482523901,0.1875,0.358981066468059
hadoop,cross,bge-small,modn,desc_qcomments_file_all_modn,desc,comments,file,all,0.2588280718941673,0.493140873015873,0.42,0.1040684782232646,0.32,0.2163794636303475,0.267,0.2882166286326889,0.1935,0.3861521903885023
hadoop,cross,bge-small,modn,desc_qtitle_module_all_modn,desc,title,module,all,0.4883237433862434,0.5128829365079365,0.36,0.3263888888888888,0.1983333333333333,0.5227777777777777,0.1639999999999999,0.6772222222222222,0.1075,0.8633333333333333
hadoop,cross,bge-small,modn,desc_qdesc_module_all_modn,desc,desc,module,all,0.5848429232804232,0.6252083333333334,0.5,0.435,0.25,0.638611111111111,0.182,0.7591666666666668,0.109,0.875
hadoop,cross,bge-small,modn,desc_qcomments_module_all_modn,desc,comments,module,all,0.5446889329805996,0.5771130952380953,0.445,0.3933333333333333,0.235,0.6019444444444445,0.172,0.7058333333333334,0.106,0.8516666666666667
hadoop,cross,bge-small,modn,diff_qtitle_file_all_modn,diff,title,file,all,0.2163202062934358,0.3981924603174603,0.335,0.1008033399409984,0.265,0.1986067626641347,0.216,0.2395687459714782,0.1465,0.2906370937018374
hadoop,cross,bge-small,modn,diff_qdesc_file_all_modn,diff,desc,file,all,0.2579371470915992,0.483311507936508,0.42,0.1186006196929061,0.3283333333333333,0.2262555625390009,0.25,0.2690119486967028,0.178,0.3519576638203317
hadoop,cross,bge-small,modn,diff_qcomments_file_all_modn,diff,comments,file,all,0.2972771887119894,0.5313293650793651,0.445,0.1323958591756456,0.35,0.2667563917832512,0.275,0.3192378488257447,0.1985,0.4234890810948297
hadoop,cross,bge-small,modn,diff_qtitle_module_all_modn,diff,title,module,all,0.55038778659612,0.577765873015873,0.425,0.3847222222222222,0.24,0.6077777777777779,0.181,0.7463888888888889,0.11,0.8788888888888888
hadoop,cross,bge-small,modn,diff_qdesc_module_all_modn,diff,desc,module,all,0.6427285052910052,0.6843908730158731,0.555,0.4805555555555555,0.29,0.7369444444444444,0.193,0.7958333333333334,0.111,0.8958333333333333
hadoop,cross,bge-small,modn,diff_qcomments_module_all_modn,diff,comments,module,all,0.6472592592592592,0.6856011904761905,0.585,0.5213888888888889,0.27,0.6894444444444445,0.189,0.7794444444444444,0.107,0.8627777777777778
kubernetes,cross,bge-small,recent,title_qtitle_file_w100_recent,title,title,file,w100,0.0172548440771543,0.0321448412698412,0.015,0.0101428571428571,0.015,0.0222142857142857,0.011,0.0279285714285714,0.0085,0.0372783275432501
kubernetes,cross,bge-small,recent,title_qdesc_file_w100_recent,title,desc,file,w100,0.0144182810805481,0.0237083333333333,0.015,0.0083333333333333,0.0099999999999999,0.019047619047619,0.0069999999999999,0.024047619047619,0.006,0.0312491373360938
kubernetes,cross,bge-small,recent,title_qcomments_file_w100_recent,title,comments,file,w100,0.0135293921916592,0.022375,0.015,0.0083333333333333,0.0083333333333333,0.014047619047619,0.006,0.019047619047619,0.005,0.0256935817805383
kubernetes,cross,bge-small,recent,title_qtitle_module_w100_recent,title,title,module,w100,0.5602348922902494,0.6021666666666667,0.42,0.333797619047619,0.3133333333333333,0.6981309523809522,0.224,0.8220952380952382,0.121,0.8454404761904761
kubernetes,cross,bge-small,recent,title_qdesc_module_w100_recent,title,desc,module,w100,0.5026628968253968,0.5519166666666666,0.365,0.268297619047619,0.2916666666666666,0.6608809523809523,0.223,0.8197619047619048,0.121,0.845440476190476
kubernetes,cross,bge-small,recent,title_qcomments_module_w100_recent,title,comments,module,w100,0.4969119047619047,0.5463333333333332,0.355,0.260797619047619,0.2766666666666666,0.6246309523809525,0.222,0.8176785714285714,0.121,0.8454404761904761
kubernetes,cross,bge-small,recent,desc_qtitle_file_w100_recent,desc,title,file,w100,0.0238532197903315,0.0337281746031746,0.025,0.0201428571428571,0.0116666666666666,0.0236428571428571,0.008,0.0244761904761904,0.0075,0.039455486542443
kubernetes,cross,bge-small,recent,desc_qdesc_file_w100_recent,desc,desc,file,w100,0.017449307204527,0.0270337301587301,0.015,0.0116666666666666,0.01,0.0175238095238095,0.007,0.0225238095238095,0.0085,0.0364424383853271
kubernetes,cross,bge-small,recent,desc_qcomments_file_w100_recent,desc,comments,file,w100,0.0205307049864898,0.030422619047619,0.02,0.0166666666666666,0.01,0.0175238095238095,0.009,0.0250238095238095,0.008,0.0325535494964382
kubernetes,cross,bge-small,recent,desc_qtitle_module_w100_recent,desc,title,module,w100,0.5593109126984127,0.61125,0.415,0.3202142857142857,0.3133333333333333,0.718797619047619,0.22,0.8110952380952381,0.121,0.845440476190476
kubernetes,cross,bge-small,recent,desc_qdesc_module_w100_recent,desc,desc,module,w100,0.529863492063492,0.5809166666666666,0.38,0.2822976190476191,0.31,0.7073809523809524,0.22,0.8152619047619046,0.121,0.8454404761904761
kubernetes,cross,bge-small,recent,desc_qcomments_module_w100_recent,desc,comments,module,w100,0.5373396825396825,0.5943333333333333,0.41,0.299547619047619,0.3016666666666666,0.6898809523809524,0.2189999999999999,0.8102619047619047,0.121,0.8454404761904764
kubernetes,cross,bge-small,recent,diff_qtitle_file_w100_recent,diff,title,file,w100,0.0163207896152811,0.0316309523809523,0.015,0.0076428571428571,0.0116666666666666,0.019547619047619,0.013,0.0346323648103309,0.008,0.0370609362389023
kubernetes,cross,bge-small,recent,diff_qdesc_file_w100_recent,diff,desc,file,w100,0.0177202268854811,0.0294444444444444,0.02,0.0118095238095238,0.0116666666666666,0.0200238095238095,0.008,0.0207380952380952,0.0075,0.0341218724778046
kubernetes,cross,bge-small,recent,diff_qcomments_file_w100_recent,diff,comments,file,w100,0.0170453995157385,0.0295138888888888,0.02,0.0118095238095238,0.0116666666666666,0.0183571428571428,0.01,0.0232380952380952,0.0075,0.0341218724778046
kubernetes,cross,bge-small,recent,diff_qtitle_module_w100_recent,diff,title,module,w100,0.5497906462585034,0.599,0.4,0.3031309523809524,0.325,0.7405119047619046,0.222,0.8170952380952382,0.121,0.845440476190476
kubernetes,cross,bge-small,recent,diff_qdesc_module_w100_recent,diff,desc,module,w100,0.5485470238095238,0.5968333333333332,0.4,0.3072976190476191,0.3216666666666667,0.7408809523809523,0.22,0.8140119047619048,0.121,0.8454404761904761
kubernetes,cross,bge-small,recent,diff_qcomments_module_w100_recent,diff,comments,module,w100,0.5480291666666667,0.601,0.405,0.304547619047619,0.3183333333333333,0.7333809523809524,0.22,0.8152619047619047,0.121,0.8454404761904761
kubernetes,cross,bge-small,recent,title_qtitle_file_w1000_recent,title,title,file,w1000,0.0342244223154326,0.0789841269841269,0.045,0.0183519871420222,0.0333333333333333,0.034039335810303,0.027,0.0466461734171406,0.0245,0.0790466101035593
kubernetes,cross,bge-small,recent,title_qdesc_file_w1000_recent,title,desc,file,w1000,0.0265865429702196,0.0469087301587301,0.02,0.0133333333333333,0.02,0.0246011904761904,0.021,0.0387891108420769,0.0155,0.0561563993023665
kubernetes,cross,bge-small,recent,title_qcomments_file_w1000_recent,title,comments,file,w1000,0.0233854170010852,0.0432361111111111,0.02,0.0126666666666666,0.02,0.0206859362389023,0.018,0.0332335552865213,0.0145,0.0485553892013564
kubernetes,cross,bge-small,recent,title_qtitle_module_w1000_recent,title,title,module,w1000,0.6303854828042329,0.6655813492063493,0.495,0.3874166666666666,0.3333333333333332,0.7334285714285714,0.236,0.8594761904761904,0.1395,0.965452380952381
kubernetes,cross,bge-small,recent,title_qdesc_module_w1000_recent,title,desc,module,w1000,0.672561574074074,0.7134642857142857,0.57,0.4611666666666666,0.3283333333333333,0.7387142857142857,0.238,0.8565595238095238,0.138,0.9580714285714284
kubernetes,cross,bge-small,recent,title_qcomments_module_w1000_recent,title,comments,module,w1000,0.6628337301587303,0.699204365079365,0.535,0.4355,0.3316666666666666,0.7524642857142857,0.242,0.8753095238095239,0.1385,0.9630714285714284
kubernetes,cross,bge-small,recent,desc_qtitle_file_w1000_recent,desc,title,file,w1000,0.0307393386042313,0.0720178571428571,0.04,0.0141680790960451,0.0333333333333333,0.0199468980548218,0.029,0.04569543034445,0.024,0.0813308566789018
kubernetes,cross,bge-small,recent,desc_qdesc_file_w1000_recent,desc,desc,file,w1000,0.0283165772235103,0.0669702380952381,0.035,0.0148026944806605,0.0316666666666666,0.0308868244798256,0.028,0.0429146022576034,0.018,0.0593558751139113
kubernetes,cross,bge-small,recent,desc_qcomments_file_w1000_recent,desc,comments,file,w1000,0.0265889264609019,0.0612142857142857,0.04,0.0155609362389023,0.025,0.0247507966658317,0.022,0.0328077646507658,0.016,0.0592490375070737
kubernetes,cross,bge-small,recent,desc_qtitle_module_w1000_recent,desc,title,module,w1000,0.6172729119425547,0.6558373015873016,0.49,0.379797619047619,0.315,0.6985476190476192,0.233,0.8490595238095239,0.139,0.9637857142857144
kubernetes,cross,bge-small,recent,desc_qdesc_module_w1000_recent,desc,desc,module,w1000,0.6540447089947091,0.6964920634920635,0.54,0.427,0.3283333333333333,0.7388452380952382,0.239,0.8623928571428572,0.1385,0.958904761904762
kubernetes,cross,bge-small,recent,desc_qcomments_module_w1000_recent,desc,comments,module,w1000,0.6476806216931217,0.6851031746031745,0.505,0.4053333333333333,0.3333333333333332,0.7513452380952381,0.242,0.8736428571428572,0.139,0.963904761904762
kubernetes,cross,bge-small,recent,diff_qtitle_file_w1000_recent,diff,title,file,w1000,0.04816295117743,0.1172837301587301,0.085,0.0238624241935551,0.0649999999999999,0.0531224425043169,0.05,0.0626540232316186,0.032,0.0912530944998381
kubernetes,cross,bge-small,recent,diff_qdesc_file_w1000_recent,diff,desc,file,w1000,0.0408795208165174,0.089515873015873,0.04,0.0176019871420222,0.0483333333333333,0.0522240267201927,0.037,0.0641480581971903,0.0255,0.086789727878895
kubernetes,cross,bge-small,recent,diff_qcomments_file_w1000_recent,diff,comments,file,w1000,0.0309514282170265,0.0741130952380952,0.035,0.010411510951546,0.0399999999999999,0.0368394113355773,0.033,0.0552634428125749,0.023,0.077184302701436
kubernetes,cross,bge-small,recent,diff_qtitle_module_w1000_recent,diff,title,module,w1000,0.5944644935752078,0.6206190476190475,0.455,0.3564642857142857,0.315,0.6901428571428572,0.228,0.8203571428571429,0.14,0.9547857142857142
kubernetes,cross,bge-small,recent,diff_qdesc_module_w1000_recent,diff,desc,module,w1000,0.6145621220710507,0.6635575396825396,0.51,0.3978333333333333,0.3,0.6721785714285715,0.227,0.8249404761904762,0.1385,0.952404761904762
kubernetes,cross,bge-small,recent,diff_qcomments_module_w1000_recent,diff,comments,module,w1000,0.6250867252456538,0.6727242063492063,0.515,0.4053333333333333,0.3066666666666667,0.6934285714285715,0.23,0.8361904761904762,0.1385,0.9622380952380952
kubernetes,cross,bge-small,recent,title_qtitle_file_all_recent,title,title,file,all,0.3126536197001894,0.4646805555555555,0.385,0.1713395516532281,0.2866666666666667,0.2978873954767232,0.225,0.3488990582855468,0.1515,0.4207965267793924
kubernetes,cross,bge-small,recent,title_qdesc_file_all_recent,title,desc,file,all,0.2522677462692902,0.3707936507936507,0.29,0.1304658785188446,0.2183333333333333,0.2367494576957254,0.179,0.3052787461806651,0.1295,0.3988092509280946
kubernetes,cross,bge-small,recent,title_qcomments_file_all_recent,title,comments,file,all,0.2141376205014169,0.3163492063492063,0.245,0.1132410506160506,0.17,0.2098310369208256,0.137,0.2616997790941453,0.102,0.3350848454552593
