project,task_unit,model,split_strategy,experiment_id,source,target,window,MAP,MRR,P@1,R@1,P@3,R@3,P@5,R@5,P@10,R@10
kubernetes,ticket,bge-large,recent,title_module_all_recent,title,module,all,0.4890138558201057,0.5242440476190476,0.33,0.2664642857142857,0.2416666666666666,0.5450952380952381,0.2,0.7477261904761905,0.1275,0.9082380952380952
kubernetes,ticket,bge-large,recent,desc_file_all_recent,desc,file,all,0.1747086751369673,0.2890456349206349,0.22,0.1062315925023997,0.145,0.1798538223193325,0.1169999999999999,0.2160676525648222,0.0845,0.2818966347890949
kubernetes,ticket,bge-large,recent,desc_module_all_recent,desc,module,all,0.4483819633408919,0.4788690476190476,0.3,0.2417142857142857,0.22,0.4818928571428572,0.193,0.6707738095238096,0.1295,0.8985357142857143
kubernetes,ticket,bge-small,recent,comments_module_w100_recent,comments,module,w100,0.366615873015873,0.3818769841269841,0.105,0.0630833333333333,0.2116666666666666,0.4610119047619047,0.226,0.8138452380952381,0.137,0.9555714285714284
kubernetes,ticket,bge-small,recent,comments_file_w1000_recent,comments,file,w1000,0.102986925875674,0.1741210317460317,0.14,0.0685861286292161,0.0833333333333333,0.1049401439641636,0.066,0.1258018063693281,0.0455,0.1471023778524131
kubernetes,ticket,bge-small,recent,comments_module_w1000_recent,comments,module,w1000,0.4764844576719577,0.5017440476190476,0.305,0.2541309523809524,0.2283333333333333,0.5170119047619047,0.196,0.6965238095238095,0.134,0.9446190476190476
kubernetes,ticket,bge-small,recent,comments_module_all_recent,comments,module,all,0.4307532076719576,0.4621289682539682,0.285,0.2318333333333333,0.205,0.4386785714285715,0.176,0.6158928571428571,0.13,0.9007380952380952
kubernetes,ticket,bge-small,modn,comments_module_w1000_modn,comments,module,w1000,0.3658074688208617,0.3862281746031746,0.21,0.1735892857142857,0.1616666666666666,0.3868095238095237,0.1369999999999999,0.5326011904761905,0.1165,0.8863214285714287
kubernetes,ticket,bge-large,recent,comments_module_w100_recent,comments,module,w100,0.3789099206349206,0.3895079365079364,0.125,0.0755833333333333,0.215,0.4706785714285713,0.23,0.8110952380952381,0.138,0.957904761904762
kubernetes,ticket,bge-large,recent,comments_file_w1000_recent,comments,file,w1000,0.125001826440255,0.1925992063492063,0.15,0.0855633011902927,0.0933333333333333,0.1229725242931304,0.077,0.1535085040051643,0.0515,0.1921807175759782
kubernetes,ticket,bge-large,recent,comments_module_w1000_recent,comments,module,w1000,0.5090750188964475,0.5294404761904762,0.325,0.2806309523809523,0.245,0.5555952380952381,0.209,0.761107142857143,0.1365,0.9504523809523808
kubernetes,ticket,bge-large,recent,comments_file_all_recent,comments,file,all,0.1719759209716081,0.2841646825396825,0.205,0.0938288078848263,0.145,0.1762810756215857,0.1159999999999999,0.2140962514266308,0.0865,0.2912693984988151
kubernetes,ticket,bge-large,recent,comments_module_all_recent,comments,module,all,0.4668779761904761,0.4982956349206349,0.33,0.2667142857142857,0.225,0.4986785714285714,0.18,0.6353095238095237,0.134,0.919404761904762
kubernetes,ticket,bge-large,modn,title_file_w100_modn,title,file,w100,0.0134194183452832,0.0386666666666666,0.02,0.0042515711868503,0.0183333333333333,0.0153772071946781,0.016,0.0271459146776713,0.009,0.0321969350858346
kubernetes,ticket,bge-large,modn,title_module_w100_modn,title,module,w100,0.5679536706349206,0.5999186507936508,0.425,0.356922619047619,0.2716666666666666,0.675345238095238,0.205,0.8197261904761904,0.1205,0.9226130952380952
kubernetes,ticket,bge-large,modn,desc_file_w100_modn,desc,file,w100,0.0086778114004222,0.0214166666666666,0.015,0.0054166666666666,0.01,0.0081401008679333,0.006,0.0081401008679333,0.0055,0.0205067675346
kubernetes,ticket,bge-large,modn,desc_module_w100_modn,desc,module,w100,0.533725,0.5626825396825397,0.365,0.3052559523809524,0.265,0.6448095238095238,0.208,0.8125238095238094,0.1225,0.9348214285714286
kubernetes,ticket,bge-large,modn,comments_file_w100_modn,comments,file,w100,0.0106407482993197,0.0209583333333333,0.01,0.0041666666666666,0.01,0.0084676870748299,0.008,0.0135187074829931,0.0065,0.0278853741496598
kubernetes,ticket,bge-large,modn,comments_module_w100_modn,comments,module,w100,0.5472728670634921,0.5760555555555555,0.4,0.3273392857142857,0.2666666666666666,0.6343035714285714,0.207,0.8037738095238095,0.123,0.9329464285714286
kubernetes,ticket,bge-large,modn,title_file_w1000_modn,title,file,w1000,0.0471456582493929,0.0936369047619047,0.06,0.0181977466977466,0.05,0.0532401090972519,0.042,0.0655528796600225,0.037,0.0883484957048662
kubernetes,ticket,bge-large,modn,title_module_w1000_modn,title,module,w1000,0.4009820554610733,0.4232281746031747,0.22,0.188797619047619,0.1866666666666666,0.4696785714285714,0.152,0.6090595238095238,0.1225,0.942452380952381
kubernetes,ticket,bge-large,modn,desc_file_w1000_modn,desc,file,w1000,0.0367489905845713,0.0981666666666666,0.075,0.0200407153729071,0.0483333333333333,0.0386207794953933,0.04,0.0541453166021222,0.026,0.0592695883760567
kubernetes,ticket,bge-large,modn,desc_module_w1000_modn,desc,module,w1000,0.4085924390589568,0.4262301587301587,0.225,0.1935892857142857,0.1866666666666666,0.460470238095238,0.162,0.6403511904761905,0.1235,0.9454464285714286
kubernetes,ticket,bge-large,modn,comments_file_w1000_modn,comments,file,w1000,0.0407728531963173,0.0866706349206349,0.065,0.0194851598173515,0.0466666666666666,0.0405826966823594,0.036,0.0555506454003081,0.0265,0.0782002978849025
kubernetes,ticket,bge-large,modn,comments_module_w1000_modn,comments,module,w1000,0.3850806405895692,0.3989285714285714,0.21,0.1765059523809523,0.1666666666666666,0.3896369047619047,0.156,0.5967678571428572,0.1225,0.9221130952380954
kubernetes,ticket,bge-large,modn,title_file_all_modn,title,file,all,0.0980491465929902,0.1643055555555555,0.105,0.0510232803958769,0.085,0.1123142520055709,0.075,0.1499875634976047,0.0625,0.2154009924763127
kubernetes,ticket,bge-large,modn,title_module_all_modn,title,module,all,0.4489725198412698,0.4768253968253968,0.28,0.2321309523809523,0.215,0.5211369047619048,0.174,0.7034761904761905,0.1185,0.9230297619047618
kubernetes,ticket,bge-large,modn,desc_file_all_modn,desc,file,all,0.119401904531859,0.2220277777777777,0.14,0.0418485950386625,0.1383333333333333,0.141046610996255,0.115,0.1800187104430457,0.0855,0.2629804279671577
kubernetes,ticket,bge-large,modn,desc_module_all_modn,desc,module,all,0.4607222222222222,0.4755535714285714,0.29,0.2510892857142857,0.2083333333333333,0.5023452380952381,0.1669999999999999,0.6570178571428571,0.124,0.9384940476190476
kubernetes,ticket,bge-large,modn,comments_file_all_modn,comments,file,all,0.1365307284044447,0.2355912698412698,0.17,0.076419790183387,0.1266666666666666,0.1446599078301401,0.108,0.1880003088567345,0.08,0.2347181626101464
kubernetes,ticket,bge-large,modn,comments_module_all_modn,comments,module,all,0.4537379298941799,0.4751706349206349,0.285,0.239422619047619,0.215,0.5090119047619047,0.1729999999999999,0.6687321428571429,0.1235,0.939029761904762
pulumi,commit,bge-small,recent,title_file_w100_recent,title,file,w100,0.0752705412973546,0.180861111111111,0.135,0.0289099006474006,0.0983333333333333,0.0627783655158655,0.081,0.0797260158918053,0.0619999999999999,0.1141287951853409
pulumi,commit,bge-small,recent,title_module_w100_recent,title,module,w100,0.6225140873015873,0.7284761904761905,0.555,0.3005833333333333,0.3966666666666666,0.6419999999999999,0.296,0.7807499999999998,0.1939999999999999,0.97525
pulumi,commit,bge-small,recent,desc_file_w100_recent,desc,file,w100,0.0828689894744479,0.2383670634920635,0.185,0.0291338708991168,0.1283333333333333,0.0745549718220035,0.098,0.0937635385820408,0.0715,0.1281414388483682
pulumi,commit,bge-small,recent,desc_module_w100_recent,desc,module,w100,0.6442343253968253,0.7369285714285715,0.56,0.3044166666666666,0.4316666666666666,0.7060833333333334,0.311,0.81675,0.1939999999999999,0.97525
pulumi,commit,bge-small,recent,diff_file_w100_recent,diff,file,w100,0.0923001742307563,0.2465099206349206,0.21,0.0388559297226463,0.1433333333333333,0.0697217430759596,0.119,0.0934118069803092,0.0795,0.1284626137075865
pulumi,commit,bge-small,recent,diff_module_w100_recent,diff,module,w100,0.6307719246031745,0.7218452380952382,0.54,0.2874166666666666,0.4066666666666666,0.657,0.33,0.8565,0.194,0.97525
pulumi,commit,bge-small,recent,title_file_w1000_recent,title,file,w1000,0.10270213978374,0.2451289682539682,0.18,0.0473431126621916,0.145,0.08670039990992,0.12,0.1166402617637524,0.084,0.1590376935674149
pulumi,commit,bge-small,recent,title_module_w1000_recent,title,module,w1000,0.5665689814814815,0.6775138888888889,0.485,0.2815833333333333,0.37,0.6075833333333334,0.279,0.7368333333333333,0.187,0.9434166666666668
pulumi,commit,bge-small,recent,desc_file_w1000_recent,desc,file,w1000,0.1202744404809859,0.2982480158730158,0.215,0.0562272217347277,0.1683333333333332,0.1084062157670112,0.141,0.1430996335886854,0.093,0.1853298453703678
pulumi,commit,bge-small,recent,desc_module_w1000_recent,desc,module,w1000,0.6205078703703704,0.7419900793650794,0.58,0.3356666666666666,0.3933333333333333,0.6405000000000001,0.282,0.7478333333333333,0.1925,0.96775
pulumi,commit,bge-small,recent,diff_file_w1000_recent,diff,file,w1000,0.1243109700549057,0.2873174603174603,0.21,0.0636783495542766,0.1733333333333333,0.1077467215643652,0.14,0.1349984881801024,0.097,0.1750199448488943
pulumi,commit,bge-small,recent,diff_module_w1000_recent,diff,module,w1000,0.6054581349206348,0.7107202380952381,0.54,0.3075833333333334,0.375,0.61575,0.293,0.7822500000000001,0.196,0.9831666666666666
pulumi,commit,bge-small,recent,title_file_all_recent,title,file,all,0.0868724891483723,0.1927440476190476,0.13,0.0341148896038601,0.11,0.0768609651657252,0.098,0.1032936291608892,0.067,0.1314280894078494
pulumi,commit,bge-small,recent,title_module_all_recent,title,module,all,0.4488593584656085,0.5611845238095239,0.34,0.2093333333333333,0.295,0.4867499999999999,0.243,0.6640833333333334,0.156,0.8141666666666666
pulumi,commit,bge-small,recent,desc_file_all_recent,desc,file,all,0.1065889163099065,0.2589801587301587,0.17,0.0418989385661986,0.1416666666666666,0.0895503461193919,0.126,0.1302209527274985,0.0915,0.181801313986728
pulumi,commit,bge-small,recent,desc_module_all_recent,desc,module,all,0.4879557539682539,0.6093134920634921,0.4,0.2389166666666666,0.3316666666666667,0.5464166666666667,0.263,0.7040000000000001,0.1585,0.8154166666666666
pulumi,commit,bge-small,recent,diff_file_all_recent,diff,file,all,0.1053479362937693,0.2377876984126984,0.13,0.0360499145421746,0.15,0.0894170152962318,0.138,0.1217434057008785,0.098,0.1835375301399519
pulumi,commit,bge-small,recent,diff_module_all_recent,diff,module,all,0.4873554563492063,0.5904484126984128,0.37,0.2166666666666666,0.3183333333333333,0.53725,0.259,0.7019166666666666,0.175,0.8905833333333333
pulumi,commit,bge-small,modn,title_file_w100_modn,title,file,w100,0.0261636513949013,0.0568333333333333,0.03,0.0066628787878787,0.03,0.0187830086580086,0.031,0.0363246753246753,0.023,0.0574258658008658
pulumi,commit,bge-small,modn,title_module_w100_modn,title,module,w100,0.5244811507936508,0.5822638888888889,0.38,0.2543333333333333,0.2933333333333333,0.6040833333333333,0.236,0.7517499999999999,0.1435,0.9075
pulumi,commit,bge-small,modn,desc_file_w100_modn,desc,file,w100,0.0288795334295334,0.0559960317460317,0.02,0.0095833333333333,0.0299999999999999,0.0209734848484848,0.028,0.0363068181818181,0.0235,0.0715806277056277
pulumi,commit,bge-small,modn,desc_module_w100_modn,desc,module,w100,0.5563333333333333,0.6152638888888888,0.42,0.2868333333333333,0.3166666666666666,0.6361666666666665,0.242,0.7700833333333335,0.1435,0.9075
pulumi,commit,bge-small,modn,diff_file_w100_modn,diff,file,w100,0.0338240214646464,0.0796210317460317,0.05,0.0136508838383838,0.0533333333333333,0.0270965909090909,0.0409999999999999,0.0354400252525252,0.0325,0.0644360569985569
pulumi,commit,bge-small,modn,diff_module_w100_modn,diff,module,w100,0.5209359126984127,0.5722103174603174,0.355,0.2433333333333333,0.3033333333333333,0.6190833333333333,0.246,0.7760833333333333,0.1435,0.9075
pulumi,commit,bge-small,modn,title_file_w1000_modn,title,file,w1000,0.0497453979693034,0.1063769841269841,0.085,0.0227910353535353,0.055,0.0378575036075036,0.046,0.0465978535353535,0.043,0.0736691363185928
pulumi,commit,bge-small,modn,title_module_w1000_modn,title,module,w1000,0.509630291005291,0.5715813492063492,0.375,0.2676666666666666,0.2966666666666666,0.6088333333333333,0.22,0.72925,0.145,0.9133333333333332
pulumi,commit,bge-small,modn,desc_file_w1000_modn,desc,file,w1000,0.0640809699609971,0.1404424603174603,0.1,0.0374436327561327,0.0683333333333333,0.0619861803856369,0.0519999999999999,0.0691042359411924,0.0375,0.1021089557584122
pulumi,commit,bge-small,modn,desc_module_w1000_modn,desc,module,w1000,0.5412728174603174,0.6106269841269841,0.415,0.2751666666666666,0.3116666666666667,0.6309166666666667,0.225,0.7446666666666667,0.1485,0.93
pulumi,commit,bge-small,modn,diff_file_w1000_modn,diff,file,w1000,0.0759159022070253,0.1394980158730158,0.1,0.0368920846665411,0.0799999999999999,0.0611798131417696,0.073,0.0819220570090135,0.0535,0.1301385974130539
pulumi,commit,bge-small,modn,diff_module_w1000_modn,diff,module,w1000,0.5286183862433862,0.5780039682539683,0.38,0.2585,0.2983333333333333,0.5890833333333333,0.235,0.7463333333333333,0.1505,0.9391666666666666
pulumi,commit,bge-small,modn,title_file_all_modn,title,file,all,0.1167762255786152,0.2117341269841269,0.145,0.0650582264957265,0.1033333333333333,0.1063839652994064,0.088,0.1425230712914536,0.064,0.1963762430380077
pulumi,commit,bge-small,modn,title_module_all_modn,title,module,all,0.4519150132275132,0.5219642857142857,0.325,0.2314166666666666,0.25,0.5199166666666666,0.188,0.65675,0.1365,0.9006666666666666
pulumi,commit,bge-small,modn,desc_file_all_modn,desc,file,all,0.1704501317813844,0.3057837301587301,0.25,0.1039715007215007,0.1533333333333333,0.1521878416056805,0.121,0.1937366330919719,0.0875,0.2624142049754262
pulumi,commit,bge-small,modn,desc_module_all_modn,desc,module,all,0.4941224867724867,0.5604285714285715,0.35,0.24725,0.2733333333333334,0.5649166666666666,0.216,0.7371666666666666,0.141,0.9248333333333332
pulumi,commit,bge-small,modn,diff_file_all_modn,diff,file,all,0.1365575444126644,0.276343253968254,0.2,0.0678467203086768,0.1583333333333333,0.1325581518509907,0.129,0.1654734816192616,0.095,0.2173181664823289
pulumi,commit,bge-small,modn,diff_module_all_modn,diff,module,all,0.5176849867724868,0.5671130952380952,0.37,0.2695833333333333,0.2783333333333333,0.5711666666666666,0.224,0.7584166666666667,0.149,0.9581666666666666
pulumi,commit,bge-large,recent,title_file_w100_recent,title,file,w100,0.0731649758617538,0.1781309523809523,0.14,0.0332264983009548,0.0883333333333333,0.0562092363961929,0.0779999999999999,0.0765751661014083,0.061,0.1036207233219655
pulumi,commit,bge-large,recent,title_module_w100_recent,title,module,w100,0.6332705357142857,0.7266845238095239,0.545,0.3084166666666667,0.4016666666666666,0.65425,0.3,0.7829999999999999,0.194,0.97525
pulumi,commit,bge-large,recent,desc_file_w100_recent,desc,file,w100,0.0839045276063419,0.2328115079365079,0.19,0.0350558219983971,0.1216666666666666,0.0676664460965212,0.1009999999999999,0.0905762977183294,0.0675,0.1183630792551109
pulumi,commit,bge-large,recent,desc_module_w100_recent,desc,module,w100,0.6226694444444445,0.725234126984127,0.555,0.2984166666666666,0.4016666666666665,0.6459166666666667,0.308,0.8063333333333332,0.1939999999999999,0.97525
pulumi,commit,bge-large,recent,diff_file_w100_recent,diff,file,w100,0.0865535280322445,0.2320198412698412,0.19,0.0315339966015717,0.1316666666666666,0.0706051185351937,0.109,0.0947640682811,0.0735,0.1274074570994888
pulumi,commit,bge-large,recent,diff_module_w100_recent,diff,module,w100,0.6002430886243386,0.6935198412698412,0.505,0.2550833333333333,0.4,0.6451666666666667,0.329,0.8523333333333335,0.1939999999999999,0.97525
pulumi,commit,bge-large,recent,title_file_w1000_recent,title,file,w1000,0.0956608737978997,0.2306031746031746,0.165,0.0451731631672421,0.1316666666666666,0.0851179126042516,0.108,0.1135537892276282,0.0745,0.1391236655114751
pulumi,commit,bge-large,recent,title_module_w1000_recent,title,module,w1000,0.5553291666666667,0.6596031746031747,0.455,0.2590833333333333,0.3783333333333333,0.61675,0.281,0.7393333333333334,0.1915,0.9588333333333332
pulumi,commit,bge-large,recent,desc_file_w1000_recent,desc,file,w1000,0.1265388652165515,0.311281746031746,0.225,0.0628252797096046,0.1716666666666666,0.1151843665844478,0.139,0.1451194856320669,0.0984999999999999,0.1915138909904428
pulumi,commit,bge-large,recent,desc_module_w1000_recent,desc,module,w1000,0.5906029761904762,0.7101388888888889,0.525,0.2906666666666666,0.3866666666666666,0.6270833333333333,0.283,0.7622500000000001,0.194,0.9725833333333332
pulumi,commit,bge-large,recent,diff_file_w1000_recent,diff,file,w1000,0.1189616533139054,0.2822083333333333,0.225,0.0602165387773343,0.1533333333333333,0.0926041764664425,0.131,0.126165757179809,0.0944999999999999,0.1770642059532577
pulumi,commit,bge-large,recent,diff_module_w1000_recent,diff,module,w1000,0.5938709325396825,0.6965138888888889,0.51,0.2895,0.3733333333333333,0.607,0.292,0.7674166666666667,0.1975,0.993
pulumi,commit,bge-large,recent,title_file_all_recent,title,file,all,0.0876064163022609,0.1915436507936508,0.135,0.0368595448628343,0.1066666666666666,0.0738840883748778,0.089,0.0945930644478245,0.0684999999999999,0.1347092260639861
pulumi,commit,bge-large,recent,title_module_all_recent,title,module,all,0.4862187169312169,0.5990079365079365,0.39,0.2376666666666666,0.3216666666666666,0.5363333333333333,0.249,0.6753333333333333,0.16,0.8335833333333333
pulumi,commit,bge-large,recent,desc_file_all_recent,desc,file,all,0.1168028024539294,0.2776984126984127,0.18,0.0523772771948523,0.1549999999999999,0.1025754896564919,0.129,0.1341085885020908,0.094,0.1893231933416956
pulumi,commit,bge-large,recent,desc_module_all_recent,desc,module,all,0.4932695436507936,0.6222400793650793,0.41,0.2439166666666666,0.3433333333333332,0.5455833333333334,0.27,0.7175833333333332,0.1595,0.8266666666666667
pulumi,commit,bge-large,recent,diff_file_all_recent,diff,file,all,0.108920603725032,0.2715357142857142,0.18,0.040666686594976,0.1533333333333333,0.0918057559849725,0.136,0.1328973790765956,0.0995,0.1907627343827072
pulumi,commit,bge-large,recent,diff_module_all_recent,diff,module,all,0.4959690476190476,0.6049166666666667,0.4,0.2264166666666666,0.3199999999999999,0.5206666666666667,0.264,0.6935833333333333,0.177,0.9039166666666668
pulumi,commit,bge-large,modn,title_file_w100_modn,title,file,w100,0.0280763954740145,0.0603809523809523,0.035,0.0097224025974025,0.0299999999999999,0.0203663419913419,0.0289999999999999,0.0315330086580086,0.023,0.0491599927849927
pulumi,commit,bge-large,modn,title_module_w100_modn,title,module,w100,0.5427831349206349,0.5924325396825396,0.405,0.286,0.3,0.6065833333333334,0.248,0.7819166666666666,0.1435,0.9075
pulumi,commit,bge-large,modn,desc_file_w100_modn,desc,file,w100,0.0347709318954854,0.080547619047619,0.065,0.0177234848484848,0.0299999999999999,0.0230330086580086,0.03,0.0366363636363636,0.0265,0.0720312049062049
pulumi,commit,bge-large,modn,desc_module_w100_modn,desc,module,w100,0.5543625,0.6083075396825397,0.43,0.3034999999999999,0.305,0.61825,0.246,0.7785833333333333,0.1435,0.9075
pulumi,commit,bge-large,modn,diff_file_w100_modn,diff,file,w100,0.0403992724867724,0.1035515873015873,0.08,0.0197342171717171,0.0649999999999999,0.0366445707070707,0.045,0.0413667929292929,0.034,0.0594879148629148
pulumi,commit,bge-large,modn,diff_module_w100_modn,diff,module,w100,0.5566289682539682,0.6018511904761905,0.41,0.3043333333333333,0.3133333333333333,0.6395000000000001,0.239,0.7667499999999999,0.1435,0.9075
pulumi,commit,bge-large,modn,title_file_w1000_modn,title,file,w1000,0.0506976431884914,0.1102182539682539,0.075,0.0208276515151515,0.065,0.044812049062049,0.053,0.0545082371332371,0.043,0.0741719831094831
pulumi,commit,bge-large,modn,title_module_w1000_modn,title,module,w1000,0.5326309523809524,0.5886329365079365,0.39,0.2818333333333333,0.2883333333333333,0.5978333333333333,0.221,0.7305000000000001,0.1495,0.935
pulumi,commit,bge-large,modn,desc_file_w1000_modn,desc,file,w1000,0.0651912590562952,0.1459781746031746,0.12,0.0382828583453583,0.075,0.056187981000481,0.0569999999999999,0.0669616656491656,0.0445,0.0933801392045957
pulumi,commit,bge-large,modn,desc_module_w1000_modn,desc,module,w1000,0.5595638227513227,0.6305376984126984,0.445,0.3068333333333333,0.3133333333333333,0.6399166666666667,0.226,0.7505000000000002,0.1495,0.9341666666666666
pulumi,commit,bge-large,modn,diff_file_w1000_modn,diff,file,w1000,0.0719745793736399,0.1477261904761904,0.11,0.0339824134199134,0.085,0.0625112133237133,0.072,0.0750682510927076,0.0535,0.10434857354803
pulumi,commit,bge-large,modn,diff_module_w1000_modn,diff,module,w1000,0.5544682539682539,0.6044424603174603,0.41,0.2893333333333333,0.3166666666666666,0.638,0.234,0.7546666666666667,0.15,0.9366666666666664
pulumi,commit,bge-large,modn,title_file_all_modn,title,file,all,0.1218447336250272,0.2310238095238095,0.16,0.0616262626262626,0.1133333333333333,0.1093514977669389,0.094,0.1447323252727664,0.0755,0.2250035952964341
pulumi,commit,bge-large,modn,title_module_all_modn,title,module,all,0.4720662698412698,0.5355119047619048,0.315,0.21625,0.26,0.5526666666666666,0.209,0.7113333333333333,0.1455,0.94
pulumi,commit,bge-large,modn,desc_file_all_modn,desc,file,all,0.1781803945411255,0.3196547619047619,0.23,0.0838989944234509,0.175,0.1686684006707983,0.146,0.2129450173003561,0.103,0.2981443891431103
pulumi,commit,bge-large,modn,desc_module_all_modn,desc,module,all,0.5000390211640212,0.5578234126984127,0.335,0.2322499999999999,0.2933333333333333,0.6071666666666666,0.217,0.7346666666666667,0.1435,0.9265
pulumi,commit,bge-large,modn,diff_file_all_modn,diff,file,all,0.1516135832606158,0.2880257936507936,0.215,0.0678394314019314,0.1666666666666666,0.1333184336088748,0.144,0.1793749277683101,0.1035,0.2598256018219254
pulumi,commit,bge-large,modn,diff_module_all_modn,diff,module,all,0.5242086309523809,0.5724821428571428,0.365,0.26225,0.2916666666666666,0.6124166666666667,0.226,0.7675833333333333,0.15,0.9548333333333332
pulumi,ticket,bge-small,recent,title_file_w100_recent,title,file,w100,0.2062941236895448,0.3719146825396825,0.31,0.1438706787203476,0.1666666666666666,0.2188746469743158,0.11,0.2373618795485049,0.066,0.2630295828977872
pulumi,ticket,bge-small,recent,title_module_w100_recent,title,module,w100,0.636794246031746,0.6804880952380953,0.495,0.29725,0.405,0.7356666666666666,0.291,0.8614166666666666,0.168,0.9923333333333332
pulumi,ticket,bge-small,recent,desc_file_w100_recent,desc,file,w100,0.1725187857887178,0.3459722222222222,0.29,0.1155401065147753,0.1533333333333333,0.1807736828799306,0.105,0.1970193348887406,0.0635,0.2290410520604577
pulumi,ticket,bge-small,recent,desc_module_w100_recent,desc,module,w100,0.6628861111111111,0.7216428571428571,0.585,0.3645,0.3683333333333333,0.6589999999999999,0.307,0.8924166666666667,0.168,0.9923333333333332
pulumi,ticket,bge-small,recent,comments_file_w100_recent,comments,file,w100,0.1686359221270383,0.3451150793650794,0.29,0.1132572782319471,0.1549999999999999,0.1811903495465973,0.102,0.1937006214384481,0.062,0.2266915571109628
pulumi,ticket,bge-small,recent,comments_module_w100_recent,comments,module,w100,0.6732373015873016,0.7325238095238095,0.6,0.3745,0.38,0.6831666666666666,0.308,0.8949166666666667,0.168,0.9923333333333332
pulumi,ticket,bge-small,recent,title_file_w1000_recent,title,file,w1000,0.1664815785894792,0.2832063492063492,0.215,0.0934308910921814,0.1433333333333333,0.1718665673849584,0.1169999999999999,0.2064264620805917,0.0819999999999999,0.2632758805422193
pulumi,ticket,bge-small,recent,title_module_w1000_recent,title,module,w1000,0.5787799603174604,0.6405595238095237,0.48,0.3379166666666666,0.3183333333333333,0.5990833333333334,0.242,0.7385833333333334,0.1635,0.9721666666666668
pulumi,ticket,bge-small,recent,desc_file_w1000_recent,desc,file,w1000,0.1259669693338029,0.2182539682539682,0.155,0.0640746045424738,0.1133333333333333,0.1248065228238403,0.095,0.1632503063021438,0.0655,0.2111627559308529
pulumi,ticket,bge-small,recent,desc_module_w1000_recent,desc,module,w1000,0.6681799603174602,0.7056150793650794,0.535,0.33825,0.41,0.7531666666666667,0.285,0.856,0.17,0.999
pulumi,ticket,bge-small,recent,comments_file_w1000_recent,comments,file,w1000,0.0992565120951037,0.1986984126984126,0.13,0.0491059226252624,0.1016666666666666,0.0879046638984519,0.09,0.1349956376192514,0.061,0.1863270964185795
pulumi,ticket,bge-small,recent,comments_module_w1000_recent,comments,module,w1000,0.7120468253968254,0.742406746031746,0.59,0.3985,0.42,0.7702500000000001,0.29,0.8682500000000001,0.1695,0.994
pulumi,ticket,bge-small,recent,title_file_all_recent,title,file,all,0.0588986626376411,0.1266388888888888,0.09,0.0331126984126984,0.0599999999999999,0.0544936135549038,0.048,0.0740799230787134,0.037,0.1162719865707769
pulumi,ticket,bge-small,recent,title_module_all_recent,title,module,all,0.4132946428571429,0.4648075396825396,0.23,0.1625,0.2383333333333333,0.4732499999999999,0.198,0.6224166666666666,0.147,0.88075
pulumi,ticket,bge-small,recent,desc_file_all_recent,desc,file,all,0.074681065253915,0.1626031746031745,0.1,0.0399861047546402,0.08,0.0672873971452299,0.075,0.1070007028430585,0.0519999999999999,0.1480796666475441
pulumi,ticket,bge-small,recent,desc_module_all_recent,desc,module,all,0.5446501322751323,0.6016031746031746,0.42,0.2716666666666666,0.32,0.5913333333333334,0.244,0.7295833333333335,0.1585,0.9410833333333334
pulumi,ticket,bge-small,recent,comments_file_all_recent,comments,file,all,0.1008601145579718,0.2244662698412698,0.155,0.0521492700207466,0.11,0.1059888390856425,0.093,0.1459738838701355,0.0655,0.1839973785747347
pulumi,ticket,bge-small,recent,comments_module_all_recent,comments,module,all,0.5476778108465608,0.6041349206349207,0.415,0.2791666666666666,0.3216666666666666,0.5938333333333334,0.247,0.7514166666666666,0.1585,0.94025
pulumi,ticket,bge-small,modn,title_file_w100_modn,title,file,w100,0.0519685269392753,0.1399940476190476,0.1,0.0317671362950774,0.0616666666666666,0.0512842285707329,0.05,0.0633453607776263,0.038,0.084140529046497
pulumi,ticket,bge-small,modn,title_module_w100_modn,title,module,w100,0.4495751984126984,0.5344880952380953,0.29,0.1636666666666666,0.3116666666666666,0.5340833333333334,0.26,0.7325,0.1595,0.8829166666666666
pulumi,ticket,bge-small,modn,desc_file_w100_modn,desc,file,w100,0.0572069445882956,0.1510138888888889,0.12,0.0355429149666173,0.0766666666666666,0.0598717239411876,0.06,0.0733589180089255,0.0385,0.0808957917975991
pulumi,ticket,bge-small,modn,desc_module_w100_modn,desc,module,w100,0.511754761904762,0.6068630952380952,0.37,0.2189166666666666,0.335,0.5988333333333332,0.278,0.7849166666666666,0.1595,0.8829166666666666
pulumi,ticket,bge-small,modn,comments_file_w100_modn,comments,file,w100,0.0643675158284971,0.1539087301587301,0.125,0.0390929149666173,0.075,0.0644513133131682,0.063,0.08411732137027,0.0395,0.0923885729975603
pulumi,ticket,bge-small,modn,comments_module_w100_modn,comments,module,w100,0.5115619047619048,0.6011011904761905,0.37,0.21725,0.35,0.6234166666666666,0.278,0.7918333333333334,0.1595,0.8829166666666666
pulumi,ticket,bge-small,modn,title_file_w1000_modn,title,file,w1000,0.0700244411979958,0.1474126984126984,0.09,0.0334106702136895,0.0816666666666666,0.0776104677280031,0.063,0.0954335311040858,0.0445,0.1276190276543247
pulumi,ticket,bge-small,modn,title_module_w1000_modn,title,module,w1000,0.4692156746031746,0.5525912698412698,0.36,0.2171666666666666,0.27,0.4730833333333333,0.214,0.6054166666666666,0.1745,0.9380833333333334
