model,split_strategy,experiment_id,source,target,window,MAP,MRR,P@1,R@1,P@3,R@3,P@5,R@5,P@10,R@10
bge-small,recent,title_file_w100_recent,title,file,w100,0.06736857649371386,0.11371825396825397,0.065,0.03363888888888889,0.05333333333333333,0.09236111111111113,0.04100000000000001,0.100479078613694,0.028500000000000004,0.12488384051845589
bge-small,recent,title_module_w100_recent,title,module,w100,0.8198005952380953,0.8256309523809523,0.72,0.7125,0.315,0.9275,0.19699999999999998,0.9625,0.1025,0.985
bge-small,recent,desc_file_w100_recent,desc,file,w100,0.07170801407841243,0.11931944444444445,0.06,0.029500000000000002,0.05333333333333333,0.09199603174603174,0.04300000000000001,0.11851388888888889,0.0315,0.1475306659152813
bge-small,recent,desc_module_w100_recent,desc,module,w100,0.8449017857142858,0.8496309523809523,0.745,0.7375,0.325,0.94875,0.19799999999999998,0.96125,0.1025,0.985
bge-small,recent,comments_file_w100_recent,comments,file,w100,0.07899882670239813,0.12471230158730158,0.07,0.04366666666666666,0.05333333333333332,0.09304960317460317,0.044000000000000004,0.11517676767676767,0.030999999999999996,0.1530398629148629
bge-small,recent,comments_module_w100_recent,comments,module,w100,0.85221875,0.857297619047619,0.76,0.7525,0.32166666666666666,0.94125,0.198,0.96125,0.1025,0.985
bge-small,recent,title_file_w1000_recent,title,file,w1000,0.17919931091751146,0.22563888888888886,0.145,0.1000138888888889,0.10666666666666666,0.18734415797877335,0.09300000000000001,0.27291360242321777,0.06,0.33572529073490615
bge-small,recent,title_module_w1000_recent,title,module,w1000,0.8664856150793651,0.8693809523809523,0.77,0.7625,0.325,0.95625,0.203,0.98625,0.10450000000000001,0.99875
bge-small,recent,desc_file_w1000_recent,desc,file,w1000,0.18159917334888867,0.24951388888888892,0.155,0.09313888888888888,0.11666666666666665,0.21520833333333336,0.09300000000000001,0.282626121463078,0.066,0.36922731193926844
bge-small,recent,desc_module_w1000_recent,desc,module,w1000,0.8629781746031746,0.8635833333333331,0.75,0.7425,0.33,0.96875,0.203,0.9875,0.10450000000000001,0.99875
bge-small,recent,comments_file_w1000_recent,comments,file,w1000,0.19871074872380515,0.23797420634920638,0.135,0.1005,0.11666666666666665,0.22063095238095237,0.10300000000000001,0.3022471532091097,0.07300000000000001,0.3908097826086957
bge-small,recent,comments_module_w1000_recent,comments,module,w1000,0.8582862103174602,0.8596726190476189,0.745,0.7375,0.33333333333333337,0.9725,0.20199999999999999,0.9825,0.1045,0.99875
bge-small,recent,title_file_all_recent,title,file,all,0.15115995807374014,0.19461309523809525,0.11,0.0784870151216305,0.09,0.17662590401051936,0.076,0.23458604536489155,0.0585,0.30840116934347706
bge-small,recent,title_module_all_recent,title,module,all,0.6945808531746033,0.6987162698412698,0.515,0.50625,0.2916666666666667,0.8525,0.19,0.92,0.10400000000000001,0.99625
bge-small,recent,desc_file_all_recent,desc,file,all,0.17788889092682988,0.2518769841269841,0.155,0.0940286817882972,0.11666666666666665,0.21511814787776323,0.095,0.2628930417872726,0.06699999999999999,0.3362196056915957
bge-small,recent,desc_module_all_recent,desc,module,all,0.7026150793650794,0.7082460317460317,0.55,0.53875,0.2833333333333334,0.83,0.19399999999999998,0.94375,0.10400000000000001,0.9975
bge-small,recent,comments_file_all_recent,comments,file,all,0.19927395880885293,0.26574603174603173,0.17,0.12184812623274162,0.11,0.20339195740157276,0.095,0.2767224068666376,0.06849999999999999,0.3583020350144096
bge-small,recent,comments_module_all_recent,comments,module,all,0.7134474206349206,0.716626984126984,0.575,0.56625,0.2816666666666667,0.8225,0.191,0.92625,0.10450000000000001,0.99875
bge-small,modn,title_file_w100_modn,title,file,w100,0.01505514114883192,0.031297619047619046,0.02,0.011547619047619046,0.009999999999999998,0.014047920852411709,0.011000000000000001,0.022048222657204367,0.008,0.02388246140491568
bge-small,modn,title_module_w100_modn,title,module,w100,0.8538015422077921,0.8691428571428571,0.785,0.7529545454545454,0.32166666666666666,0.8955303030303031,0.213,0.9510227272727272,0.113,0.9819696969696969
bge-small,modn,desc_file_w100_modn,desc,file,w100,0.022819211827907356,0.03826190476190476,0.02,0.012083333333333333,0.018333333333333333,0.031127752785184818,0.013000000000000001,0.036128054589977476,0.010499999999999999,0.049129261809148124
bge-small,modn,desc_module_w100_modn,desc,module,w100,0.8587459866522366,0.8777261904761905,0.805,0.7704545454545455,0.3183333333333333,0.8884469696969697,0.20800000000000002,0.9368560606060606,0.113,0.9819696969696969
bge-small,modn,comments_file_w100_modn,comments,file,w100,0.022244340740964298,0.03980555555555556,0.02,0.009583333333333334,0.016666666666666666,0.02633363513812599,0.016,0.046334238747711316,0.011000000000000001,0.05164794596688196
bge-small,modn,comments_module_w100_modn,comments,module,w100,0.8565872564935065,0.8763095238095238,0.805,0.7679545454545454,0.32,0.8901136363636364,0.20600000000000002,0.9293560606060606,0.113,0.9819696969696969
bge-small,modn,title_file_w1000_modn,title,file,w1000,0.05274709360563988,0.08178174603174602,0.055,0.031051282051282058,0.034999999999999996,0.05893589743589744,0.027000000000000003,0.07532051282051282,0.021500000000000005,0.10591478810929612
bge-small,modn,title_module_w1000_modn,title,module,w1000,0.7524149230399231,0.7705337301587301,0.62,0.5796212121212121,0.31666666666666665,0.8767424242424243,0.20400000000000001,0.9251515151515152,0.11600000000000002,0.9915909090909091
bge-small,modn,desc_file_w1000_modn,desc,file,w1000,0.05096957503130826,0.08397023809523811,0.055,0.02438491718940804,0.04833333333333332,0.05728220254861629,0.03900000000000001,0.08407662200046778,0.027000000000000003,0.1019332836117818
bge-small,modn,desc_module_w1000_modn,desc,module,w1000,0.7502727272727273,0.767422619047619,0.625,0.5854545454545454,0.315,0.8696969696969696,0.205,0.9222727272727272,0.11600000000000002,0.9915909090909091
bge-small,modn,comments_file_w1000_modn,comments,file,w1000,0.05665142651925117,0.09928769841269841,0.07,0.029350087468045814,0.04999999999999999,0.05545815714097955,0.043,0.07122619403966998,0.030500000000000003,0.10362568557256611
bge-small,modn,comments_module_w1000_modn,comments,module,w1000,0.7398807720057721,0.7556230158730157,0.595,0.5579545454545455,0.3183333333333333,0.8771969696969697,0.20700000000000002,0.9272727272727272,0.1165,0.9920454545454546
bge-small,modn,title_file_all_modn,title,file,all,0.1309560683613551,0.18536706349206347,0.13,0.0762623681698002,0.08333333333333331,0.12550269157188831,0.079,0.18035583906040897,0.055,0.2466238535911608
bge-small,modn,title_module_all_modn,title,module,all,0.639790404040404,0.6509067460317459,0.465,0.4325,0.2783333333333334,0.7617424242424242,0.19399999999999998,0.8647348484848485,0.11600000000000002,0.9969696969696968
