model,split_strategy,experiment_id,train_source,query_source,target,window,MAP,MRR,P@1,R@1,P@3,R@3,P@5,R@5,P@10,R@10
bge-small,recent,title_qtitle_module_all_recent,title,title,module,all,0.7025410714285715,0.7388511904761904,0.585,0.43616666666666665,0.36666666666666664,0.7752500000000001,0.26300000000000007,0.8949166666666667,0.15000000000000002,0.99775
bge-small,recent,title_qdesc_module_all_recent,title,desc,module,all,0.6890509920634921,0.7247380952380954,0.57,0.42099999999999993,0.36666666666666664,0.7833333333333333,0.26000000000000006,0.8940833333333333,0.14800000000000002,0.9860833333333333
bge-small,recent,title_qcomments_module_all_recent,title,comments,module,all,0.5590712301587302,0.5773988095238095,0.38,0.28225,0.29666666666666663,0.62275,0.24300000000000005,0.8351666666666665,0.14700000000000002,0.9835833333333334
bge-small,recent,desc_qtitle_file_all_recent,desc,title,file,all,0.38062586687452765,0.45486309523809526,0.365,0.2681448412698413,0.18666666666666665,0.37287301587301586,0.145,0.43805753968253974,0.10949999999999999,0.581015873015873
bge-small,recent,desc_qdesc_file_all_recent,desc,desc,file,all,0.42219880952380956,0.5212876984126984,0.435,0.2957420634920635,0.22833333333333333,0.43076785714285715,0.168,0.5013571428571428,0.1125,0.5855833333333333
bge-small,recent,desc_qcomments_file_all_recent,desc,comments,file,all,0.31585195578231295,0.3951785714285714,0.3,0.2131111111111111,0.17166666666666663,0.33445833333333325,0.132,0.4111369047619047,0.0805,0.4786071428571428
bge-small,recent,desc_qtitle_module_all_recent,desc,title,module,all,0.7018678571428572,0.741654761904762,0.59,0.4445,0.37,0.7773333333333333,0.256,0.8789166666666667,0.14950000000000002,0.99675
bge-small,recent,desc_qdesc_module_all_recent,desc,desc,module,all,0.6849293650793651,0.7256369047619049,0.565,0.41225,0.37,0.7816666666666667,0.26,0.8917499999999999,0.14750000000000002,0.9869166666666667
bge-small,recent,desc_qcomments_module_all_recent,desc,comments,module,all,0.5746505952380951,0.6009424603174603,0.4,0.2805833333333333,0.3266666666666667,0.6954166666666666,0.24200000000000002,0.8392499999999999,0.14700000000000002,0.9827499999999999
bge-small,recent,diff_qtitle_file_all_recent,diff,title,file,all,0.40965161407155454,0.5095753968253969,0.4,0.2691448412698413,0.25,0.45935714285714285,0.18400000000000002,0.5258412698412698,0.11,0.5876726190476191
bge-small,recent,diff_qdesc_file_all_recent,diff,desc,file,all,0.43440393518518516,0.5266646825396826,0.425,0.30251984126984127,0.25,0.4668988095238095,0.179,0.5283849206349206,0.109,0.6049880952380953
bge-small,recent,diff_qcomments_file_all_recent,diff,comments,file,all,0.3249076436130008,0.3875496031746032,0.295,0.23376984126984127,0.18,0.34764880952380955,0.12899999999999998,0.3903849206349206,0.08199999999999999,0.46423809523809517
bge-small,recent,diff_qtitle_module_all_recent,diff,title,module,all,0.6839909722222223,0.7178749999999999,0.545,0.4243333333333334,0.35166666666666674,0.7494166666666666,0.268,0.9155833333333334,0.14850000000000002,0.98275
bge-small,recent,diff_qdesc_module_all_recent,diff,desc,module,all,0.6902126984126984,0.721220238095238,0.545,0.4293333333333333,0.35,0.759,0.267,0.9201666666666665,0.15000000000000002,0.9940000000000001
bge-small,recent,diff_qcomments_module_all_recent,diff,comments,module,all,0.5965012896825397,0.6267103174603175,0.46,0.35200000000000004,0.30833333333333335,0.6415000000000001,0.22800000000000004,0.7695833333333333,0.14600000000000002,0.96025
bge-small,modn,title_qtitle_file_w100_modn,title,title,file,w100,0.15252788170823886,0.20240674603174605,0.145,0.08965079365079365,0.09333333333333332,0.14867658730158728,0.07400000000000001,0.19542261904761904,0.0545,0.2692678571428571
bge-small,modn,title_qdesc_file_w100_modn,title,desc,file,w100,0.13996696900982616,0.1933293650793651,0.145,0.08173412698412698,0.08666666666666664,0.13075992063492062,0.07400000000000001,0.19881547619047615,0.050499999999999996,0.24151785714285715
bge-small,modn,title_qcomments_file_w100_modn,title,comments,file,w100,0.12010116213151928,0.16898214285714286,0.125,0.07423412698412699,0.07,0.11212103174603176,0.06,0.17462103174603175,0.0435,0.21910119047619048
bge-small,modn,title_qtitle_module_w100_modn,title,title,module,w100,0.650944246031746,0.6615476190476189,0.445,0.3249166666666667,0.3783333333333333,0.80625,0.27,0.9355,0.14250000000000004,0.9725
bge-small,modn,title_qdesc_module_w100_modn,title,desc,module,w100,0.5931386904761905,0.600797619047619,0.35,0.23491666666666666,0.3666666666666667,0.7725,0.271,0.9434166666666667,0.14250000000000002,0.9725
bge-small,modn,title_qcomments_module_w100_modn,title,comments,module,w100,0.5633039682539682,0.574047619047619,0.31,0.19741666666666668,0.3583333333333333,0.7564166666666665,0.267,0.9255,0.1425,0.9725
bge-small,modn,desc_qtitle_file_w100_modn,desc,title,file,w100,0.1492649470899471,0.20501984126984127,0.145,0.08607936507936507,0.09666666666666666,0.15742658730158732,0.07400000000000001,0.19571626984126983,0.051500000000000004,0.26163690476190476
bge-small,modn,desc_qdesc_file_w100_modn,desc,desc,file,w100,0.16069308862433862,0.22299801587301588,0.17,0.09968055555555555,0.09666666666666666,0.16265277777777776,0.07800000000000001,0.21035912698412695,0.0535,0.26538690476190474
bge-small,modn,desc_qcomments_file_w100_modn,desc,comments,file,w100,0.14422398589065255,0.19885714285714287,0.14,0.09104166666666667,0.07833333333333332,0.147875,0.065,0.19360912698412697,0.049,0.25713690476190476
bge-small,modn,desc_qtitle_module_w100_modn,desc,title,module,w100,0.7278757936507936,0.7511309523809524,0.595,0.44366666666666665,0.3933333333333333,0.84875,0.2710000000000001,0.9434166666666667,0.14250000000000002,0.9725
bge-small,modn,desc_qdesc_module_w100_modn,desc,desc,module,w100,0.7147289682539681,0.7308809523809523,0.56,0.41533333333333333,0.40833333333333327,0.8729166666666666,0.275,0.9542499999999999,0.1425,0.9725
bge-small,modn,desc_qcomments_module_w100_modn,desc,comments,module,w100,0.7096730158730158,0.7277142857142858,0.565,0.41700000000000004,0.40666666666666673,0.8580833333333334,0.273,0.9442499999999999,0.1425,0.9725
bge-small,modn,diff_qtitle_file_w100_modn,diff,title,file,w100,0.15417400793650793,0.20673412698412696,0.155,0.09488888888888888,0.10166666666666666,0.15950992063492062,0.075,0.19125198412698413,0.049,0.2440297619047619
bge-small,modn,diff_qdesc_file_w100_modn,diff,desc,file,w100,0.16388597883597883,0.221984126984127,0.165,0.10009722222222223,0.105,0.16450992063492065,0.081,0.2137519841269841,0.05449999999999999,0.2687440476190476
bge-small,modn,diff_qcomments_file_w100_modn,diff,comments,file,w100,0.15654074074074076,0.21274007936507938,0.16,0.10134722222222221,0.10333333333333332,0.1650654761904762,0.07400000000000001,0.19858531746031743,0.0475,0.24182738095238093
bge-small,modn,diff_qtitle_module_w100_modn,diff,title,module,w100,0.6801184523809525,0.7015833333333333,0.515,0.37074999999999997,0.3816666666666667,0.8135000000000001,0.273,0.9525833333333332,0.14250000000000002,0.9725
bge-small,modn,diff_qdesc_module_w100_modn,diff,desc,module,w100,0.70557123015873,0.7279999999999999,0.57,0.43324999999999997,0.385,0.8172499999999999,0.272,0.9446666666666667,0.14250000000000004,0.9725
bge-small,modn,diff_qcomments_module_w100_modn,diff,comments,module,w100,0.680860515873016,0.6972976190476191,0.53,0.40075000000000005,0.3733333333333333,0.7872499999999999,0.277,0.9510833333333332,0.1425,0.9725
bge-small,modn,title_qtitle_file_w1000_modn,title,title,file,w1000,0.26849856701940034,0.31888293650793653,0.235,0.15820436507936508,0.16166666666666665,0.28516865079365084,0.115,0.3196130952380953,0.08449999999999999,0.4313948412698413
bge-small,modn,title_qdesc_file_w1000_modn,title,desc,file,w1000,0.26707842813051147,0.3185436507936508,0.25,0.17243055555555556,0.15666666666666665,0.2695436507936508,0.11599999999999999,0.3141964285714286,0.0795,0.39301984126984124
bge-small,modn,title_qcomments_file_w1000_modn,title,comments,file,w1000,0.24315780423280423,0.2940138888888889,0.225,0.14770833333333333,0.14833333333333332,0.25273809523809526,0.10800000000000001,0.29121031746031745,0.07400000000000001,0.3719781746031746
bge-small,modn,title_qtitle_module_w1000_modn,title,title,module,w1000,0.6644125,0.6884563492063492,0.5,0.3618333333333334,0.3766666666666667,0.80025,0.266,0.9225833333333333,0.14350000000000002,0.9825
bge-small,modn,title_qdesc_module_w1000_modn,title,desc,module,w1000,0.6402845238095238,0.6631230158730159,0.455,0.31116666666666665,0.375,0.7873333333333333,0.267,0.9325833333333332,0.14350000000000002,0.9825
bge-small,modn,title_qcomments_module_w1000_modn,title,comments,module,w1000,0.6350583333333334,0.6572420634920636,0.445,0.30200000000000005,0.375,0.7866666666666667,0.268,0.9384166666666667,0.14350000000000002,0.9825
bge-small,modn,desc_qtitle_file_w1000_modn,desc,title,file,w1000,0.26441805555555553,0.3121269841269841,0.225,0.15674603174603174,0.16166666666666665,0.29005753968253967,0.12,0.34144642857142854,0.08,0.4170198412698413
bge-small,modn,desc_qdesc_file_w1000_modn,desc,desc,file,w1000,0.27790162037037036,0.33270436507936507,0.265,0.18118055555555557,0.15333333333333332,0.26030753968253967,0.11900000000000001,0.3181130952380952,0.08350000000000002,0.42665079365079367
bge-small,modn,desc_qcomments_file_w1000_modn,desc,comments,file,w1000,0.25574035493827163,0.3112142857142857,0.245,0.16479166666666667,0.1433333333333333,0.23719642857142856,0.10800000000000001,0.2894880952380952,0.0765,0.4095396825396825
bge-small,modn,desc_qtitle_module_w1000_modn,desc,title,module,w1000,0.709035119047619,0.7352896825396826,0.57,0.42533333333333334,0.3866666666666667,0.8285833333333333,0.261,0.9128333333333333,0.14350000000000002,0.9825
bge-small,modn,desc_qdesc_module_w1000_modn,desc,desc,module,w1000,0.6955013888888888,0.7222420634920634,0.55,0.40116666666666667,0.38,0.8119166666666667,0.26,0.9094999999999999,0.14350000000000002,0.9825
bge-small,modn,desc_qcomments_module_w1000_modn,desc,comments,module,w1000,0.6762444444444443,0.6994920634920635,0.525,0.37866666666666665,0.37166666666666665,0.7831666666666667,0.262,0.9145,0.14350000000000002,0.9825
bge-small,modn,diff_qtitle_file_w1000_modn,diff,title,file,w1000,0.25566384479717813,0.305843253968254,0.23,0.15577380952380954,0.16,0.2782043650793651,0.121,0.32373809523809527,0.07500000000000001,0.385063492063492
bge-small,modn,diff_qdesc_file_w1000_modn,diff,desc,file,w1000,0.2730202601410935,0.3363353174603174,0.25,0.16348214285714285,0.16833333333333336,0.29695436507936507,0.12500000000000003,0.34457142857142853,0.0815,0.4264920634920635
bge-small,modn,diff_qcomments_file_w1000_modn,diff,comments,file,w1000,0.23973467813051147,0.3040416666666666,0.225,0.13920436507936507,0.15333333333333332,0.2552738095238095,0.11699999999999999,0.3039801587301587,0.074,0.3716924603174603
bge-small,modn,diff_qtitle_module_w1000_modn,diff,title,module,w1000,0.697838492063492,0.7236369047619047,0.545,0.4061666666666666,0.38666666666666655,0.8254166666666666,0.264,0.9240833333333334,0.14350000000000002,0.9825
