model,split_strategy,experiment_id,source,target,window,MAP,MRR,P@1,R@1,P@3,R@3,P@5,R@5,P@10,R@10
bge-large,recent,title_file_w100_recent,title,file,w100,0.203303734472263,0.3824444444444445,0.32,0.1327635358632047,0.18,0.2293322493134971,0.119,0.243718757250005,0.0645,0.2565200393012871
bge-large,recent,title_module_w100_recent,title,module,w100,0.6495811507936508,0.6972261904761905,0.525,0.3276666666666666,0.42,0.7560833333333333,0.294,0.8697499999999999,0.168,0.9923333333333332
bge-large,recent,desc_file_w100_recent,desc,file,w100,0.1677497897409059,0.333531746031746,0.28,0.1099579803076491,0.1483333333333333,0.1847090169902648,0.1039999999999999,0.2064920161548429,0.0615,0.2229882742826799
bge-large,recent,desc_module_w100_recent,desc,module,w100,0.6555763888888889,0.7109285714285715,0.575,0.362,0.3733333333333333,0.65775,0.301,0.87875,0.168,0.9923333333333332
bge-large,recent,comments_file_w100_recent,comments,file,w100,0.1691711526745935,0.3546984126984127,0.305,0.1178291443288132,0.1533333333333333,0.1800129466376155,0.104,0.2034179730926419,0.06,0.2226013861707918
bge-large,recent,comments_module_w100_recent,comments,module,w100,0.6630753968253968,0.7168095238095238,0.575,0.357,0.395,0.7060833333333334,0.305,0.89375,0.168,0.9923333333333332
bge-large,recent,title_file_w1000_recent,title,file,w1000,0.177002938025662,0.2870793650793651,0.205,0.0990778873707566,0.1466666666666666,0.1666575146949874,0.115,0.2060309805660339,0.0885,0.2792411932533452
bge-large,recent,title_module_w1000_recent,title,module,w1000,0.5942243386243387,0.6692301587301587,0.515,0.3458333333333332,0.34,0.6385000000000001,0.244,0.73925,0.161,0.9598333333333332
bge-large,recent,desc_file_w1000_recent,desc,file,w1000,0.15377562610327,0.2617738095238095,0.175,0.0748199749128441,0.1383333333333333,0.1561288304773299,0.116,0.2067401107014369,0.0755,0.2492456372183681
bge-large,recent,desc_module_w1000_recent,desc,module,w1000,0.6844655423280424,0.7282123015873015,0.575,0.36975,0.4166666666666666,0.7550833333333334,0.292,0.8718333333333333,0.17,0.999
bge-large,recent,comments_file_w1000_recent,comments,file,w1000,0.1523430248891055,0.2727539682539682,0.19,0.0817281448474847,0.15,0.150477702657781,0.121,0.1946826336755388,0.08,0.24365637367333
bge-large,recent,comments_module_w1000_recent,comments,module,w1000,0.7085407407407408,0.7508432539682539,0.605,0.4005833333333333,0.42,0.7652500000000001,0.291,0.8720833333333334,0.17,0.999
